"Sample_ID","sample_type","loc.asv","ASV","reads","extraction_ID","pcr_replicate","alt_ID","tank_ID"
"e02235-A","sample","32.ASV1","ASV1",17241,"e02235","A","351","32"
"e02235-A","sample","32.ASV2","ASV2",927,"e02235","A","351","32"
"e02235-A","sample","32.ASV6","ASV6",6902.15441486305,"e02235","A","351","32"
"e02235-A","sample","32.ASV9","ASV9",1666,"e02235","A","351","32"
"e02235-A","sample","32.ASV16","ASV16",0,"e02235","A","351","32"
"e02235-A","sample","32.ASV18","ASV18",863,"e02235","A","351","32"
"e02235-A","sample","32.ASV47","ASV47",0,"e02235","A","351","32"
"e02235-A","sample","32.ASV157","ASV157",0,"e02235","A","351","32"
"e02235-A","sample","32.ASV278","ASV278",48,"e02235","A","351","32"
"e02237-A","sample","32.ASV1","ASV1",11838,"e02237","A","313","32"
"e02237-A","sample","32.ASV2","ASV2",6897,"e02237","A","313","32"
"e02237-A","sample","32.ASV6","ASV6",9278.16759241525,"e02237","A","313","32"
"e02237-A","sample","32.ASV9","ASV9",1988,"e02237","A","313","32"
"e02237-A","sample","32.ASV16","ASV16",0,"e02237","A","313","32"
"e02237-A","sample","32.ASV18","ASV18",1273,"e02237","A","313","32"
"e02237-A","sample","32.ASV47","ASV47",0,"e02237","A","313","32"
"e02237-A","sample","32.ASV157","ASV157",117,"e02237","A","313","32"
"e02237-A","sample","32.ASV278","ASV278",0,"e02237","A","313","32"
"e02226-B","sample","32.ASV1","ASV1",11810,"e02226","B","340","32"
"e02226-B","sample","32.ASV2","ASV2",1433,"e02226","B","340","32"
"e02226-B","sample","32.ASV6","ASV6",6909.04359318138,"e02226","B","340","32"
"e02226-B","sample","32.ASV9","ASV9",4974,"e02226","B","340","32"
"e02226-B","sample","32.ASV16","ASV16",2,"e02226","B","340","32"
"e02226-B","sample","32.ASV18","ASV18",1040,"e02226","B","340","32"
"e02226-B","sample","32.ASV47","ASV47",643,"e02226","B","340","32"
"e02226-B","sample","32.ASV157","ASV157",0,"e02226","B","340","32"
"e02226-B","sample","32.ASV278","ASV278",0,"e02226","B","340","32"
"e02235-B","sample","32.ASV1","ASV1",24762,"e02235","B","351","32"
"e02235-B","sample","32.ASV2","ASV2",1419,"e02235","B","351","32"
"e02235-B","sample","32.ASV6","ASV6",10010.4456234438,"e02235","B","351","32"
"e02235-B","sample","32.ASV9","ASV9",2471,"e02235","B","351","32"
"e02235-B","sample","32.ASV16","ASV16",0,"e02235","B","351","32"
"e02235-B","sample","32.ASV18","ASV18",1287,"e02235","B","351","32"
"e02235-B","sample","32.ASV47","ASV47",0,"e02235","B","351","32"
"e02235-B","sample","32.ASV157","ASV157",0,"e02235","B","351","32"
"e02235-B","sample","32.ASV278","ASV278",32,"e02235","B","351","32"
"e02237-B","sample","32.ASV1","ASV1",16087,"e02237","B","313","32"
"e02237-B","sample","32.ASV2","ASV2",11258,"e02237","B","313","32"
"e02237-B","sample","32.ASV6","ASV6",11425.6175445317,"e02237","B","313","32"
"e02237-B","sample","32.ASV9","ASV9",3062,"e02237","B","313","32"
"e02237-B","sample","32.ASV16","ASV16",0,"e02237","B","313","32"
"e02237-B","sample","32.ASV18","ASV18",1915,"e02237","B","313","32"
"e02237-B","sample","32.ASV47","ASV47",0,"e02237","B","313","32"
"e02237-B","sample","32.ASV157","ASV157",199,"e02237","B","313","32"
"e02237-B","sample","32.ASV278","ASV278",0,"e02237","B","313","32"
"e02226-C","sample","32.ASV1","ASV1",11489,"e02226","C","340","32"
"e02226-C","sample","32.ASV2","ASV2",0,"e02226","C","340","32"
"e02226-C","sample","32.ASV6","ASV6",5766.24137138479,"e02226","C","340","32"
"e02226-C","sample","32.ASV9","ASV9",4267,"e02226","C","340","32"
"e02226-C","sample","32.ASV16","ASV16",9,"e02226","C","340","32"
"e02226-C","sample","32.ASV18","ASV18",0,"e02226","C","340","32"
"e02226-C","sample","32.ASV47","ASV47",513,"e02226","C","340","32"
"e02226-C","sample","32.ASV157","ASV157",0,"e02226","C","340","32"
"e02226-C","sample","32.ASV278","ASV278",0,"e02226","C","340","32"
"e02235-C","sample","32.ASV1","ASV1",14552,"e02235","C","351","32"
"e02235-C","sample","32.ASV2","ASV2",1596,"e02235","C","351","32"
"e02235-C","sample","32.ASV6","ASV6",5184.96751580157,"e02235","C","351","32"
"e02235-C","sample","32.ASV9","ASV9",0,"e02235","C","351","32"
"e02235-C","sample","32.ASV16","ASV16",0,"e02235","C","351","32"
"e02235-C","sample","32.ASV18","ASV18",0,"e02235","C","351","32"
"e02235-C","sample","32.ASV47","ASV47",0,"e02235","C","351","32"
"e02235-C","sample","32.ASV157","ASV157",0,"e02235","C","351","32"
"e02235-C","sample","32.ASV278","ASV278",0,"e02235","C","351","32"
"e02237-C","sample","32.ASV1","ASV1",11882,"e02237","C","313","32"
"e02237-C","sample","32.ASV2","ASV2",6467,"e02237","C","313","32"
"e02237-C","sample","32.ASV6","ASV6",8164.40505650259,"e02237","C","313","32"
"e02237-C","sample","32.ASV9","ASV9",0,"e02237","C","313","32"
"e02237-C","sample","32.ASV16","ASV16",0,"e02237","C","313","32"
"e02237-C","sample","32.ASV18","ASV18",0,"e02237","C","313","32"
"e02237-C","sample","32.ASV47","ASV47",0,"e02237","C","313","32"
"e02237-C","sample","32.ASV157","ASV157",0,"e02237","C","313","32"
"e02237-C","sample","32.ASV278","ASV278",0,"e02237","C","313","32"
"e02192-A","sample","34.ASV2","ASV2",17372,"e02192","A","420","34"
"e02192-A","sample","34.ASV11","ASV11",2330,"e02192","A","420","34"
"e02194-A","sample","34.ASV2","ASV2",18283,"e02194","A","181","34"
"e02194-A","sample","34.ASV11","ASV11",2354,"e02194","A","181","34"
"e02190-A","sample","34.ASV2","ASV2",8877,"e02190","A","35","34"
"e02190-A","sample","34.ASV11","ASV11",10997,"e02190","A","35","34"
"e02192-B","sample","34.ASV2","ASV2",31834,"e02192","B","420","34"
"e02192-B","sample","34.ASV11","ASV11",3751,"e02192","B","420","34"
"e02194-B","sample","34.ASV2","ASV2",20091,"e02194","B","181","34"
"e02194-B","sample","34.ASV11","ASV11",2729,"e02194","B","181","34"
"e02190-B","sample","34.ASV2","ASV2",12767,"e02190","B","35","34"
"e02190-B","sample","34.ASV11","ASV11",14932,"e02190","B","35","34"
"e02192-C","sample","34.ASV2","ASV2",16329,"e02192","C","420","34"
"e02192-C","sample","34.ASV11","ASV11",0,"e02192","C","420","34"
"e02194-C","sample","34.ASV2","ASV2",16058,"e02194","C","181","34"
"e02194-C","sample","34.ASV11","ASV11",0,"e02194","C","181","34"
"e02190-C","sample","34.ASV2","ASV2",9561,"e02190","C","35","34"
"e02190-C","sample","34.ASV11","ASV11",7610,"e02190","C","35","34"
"e02430-A","sample","38.ASV4","ASV4",4690,"e02430","A","247","38"
"e02430-A","sample","38.ASV5","ASV5",19437,"e02430","A","247","38"
"e02430-A","sample","38.ASV13","ASV13",0,"e02430","A","247","38"
"e02430-A","sample","38.ASV16","ASV16",333,"e02430","A","247","38"
"e02430-A","sample","38.ASV92","ASV92",0,"e02430","A","247","38"
"e02431-A","sample","38.ASV4","ASV4",10271,"e02431","A","240","38"
"e02431-A","sample","38.ASV5","ASV5",2071,"e02431","A","240","38"
"e02431-A","sample","38.ASV13","ASV13",940,"e02431","A","240","38"
"e02431-A","sample","38.ASV16","ASV16",92,"e02431","A","240","38"
"e02431-A","sample","38.ASV92","ASV92",0,"e02431","A","240","38"
"e02430-B","sample","38.ASV4","ASV4",2654,"e02430","B","247","38"
"e02430-B","sample","38.ASV5","ASV5",5454,"e02430","B","247","38"
"e02430-B","sample","38.ASV13","ASV13",425,"e02430","B","247","38"
"e02430-B","sample","38.ASV16","ASV16",29,"e02430","B","247","38"
"e02430-B","sample","38.ASV92","ASV92",30,"e02430","B","247","38"
"e02431-B","sample","38.ASV4","ASV4",7412,"e02431","B","240","38"
"e02431-B","sample","38.ASV5","ASV5",2909,"e02431","B","240","38"
"e02431-B","sample","38.ASV13","ASV13",0,"e02431","B","240","38"
"e02431-B","sample","38.ASV16","ASV16",48,"e02431","B","240","38"
"e02431-B","sample","38.ASV92","ASV92",0,"e02431","B","240","38"
"e02430-C","sample","38.ASV4","ASV4",3765,"e02430","C","247","38"
"e02430-C","sample","38.ASV5","ASV5",8528,"e02430","C","247","38"
"e02430-C","sample","38.ASV13","ASV13",0,"e02430","C","247","38"
"e02430-C","sample","38.ASV16","ASV16",88,"e02430","C","247","38"
"e02430-C","sample","38.ASV92","ASV92",37,"e02430","C","247","38"
"e02431-C","sample","38.ASV4","ASV4",4205,"e02431","C","240","38"
"e02431-C","sample","38.ASV5","ASV5",2622,"e02431","C","240","38"
"e02431-C","sample","38.ASV13","ASV13",143,"e02431","C","240","38"
"e02431-C","sample","38.ASV16","ASV16",49,"e02431","C","240","38"
"e02431-C","sample","38.ASV92","ASV92",0,"e02431","C","240","38"
"e02370-A","sample","39.ASV1","ASV1",4153,"e02370","A","81","39"
"e02370-A","sample","39.ASV2","ASV2",3811,"e02370","A","81","39"
"e02370-A","sample","39.ASV3","ASV3",13604,"e02370","A","81","39"
"e02370-A","sample","39.ASV4","ASV4",3564,"e02370","A","81","39"
"e02370-A","sample","39.ASV5","ASV5",2818,"e02370","A","81","39"
"e02370-A","sample","39.ASV12","ASV12",1726,"e02370","A","81","39"
"e02370-A","sample","39.ASV13","ASV13",0,"e02370","A","81","39"
"e02370-A","sample","39.ASV16","ASV16",154,"e02370","A","81","39"
"e02370-A","sample","39.ASV22","ASV22",97,"e02370","A","81","39"
"e02370-A","sample","39.ASV48","ASV48",90,"e02370","A","81","39"
"e02374-A","sample","39.ASV1","ASV1",6066,"e02374","A","360","39"
"e02374-A","sample","39.ASV2","ASV2",5621,"e02374","A","360","39"
"e02374-A","sample","39.ASV3","ASV3",16864,"e02374","A","360","39"
"e02374-A","sample","39.ASV4","ASV4",4610,"e02374","A","360","39"
"e02374-A","sample","39.ASV5","ASV5",3721,"e02374","A","360","39"
"e02374-A","sample","39.ASV12","ASV12",2117,"e02374","A","360","39"
"e02374-A","sample","39.ASV13","ASV13",209,"e02374","A","360","39"
"e02374-A","sample","39.ASV16","ASV16",193,"e02374","A","360","39"
"e02374-A","sample","39.ASV22","ASV22",106,"e02374","A","360","39"
"e02374-A","sample","39.ASV48","ASV48",0,"e02374","A","360","39"
"e02375-A","sample","39.ASV1","ASV1",4990,"e02375","A","8","39"
"e02375-A","sample","39.ASV2","ASV2",3946,"e02375","A","8","39"
"e02375-A","sample","39.ASV3","ASV3",11098,"e02375","A","8","39"
"e02375-A","sample","39.ASV4","ASV4",3799,"e02375","A","8","39"
"e02375-A","sample","39.ASV5","ASV5",2912,"e02375","A","8","39"
"e02375-A","sample","39.ASV12","ASV12",2611,"e02375","A","8","39"
"e02375-A","sample","39.ASV13","ASV13",183,"e02375","A","8","39"
"e02375-A","sample","39.ASV16","ASV16",363,"e02375","A","8","39"
"e02375-A","sample","39.ASV22","ASV22",100,"e02375","A","8","39"
"e02375-A","sample","39.ASV48","ASV48",101,"e02375","A","8","39"
"e02370-B","sample","39.ASV1","ASV1",5797,"e02370","B","81","39"
"e02370-B","sample","39.ASV2","ASV2",4402,"e02370","B","81","39"
"e02370-B","sample","39.ASV3","ASV3",16368,"e02370","B","81","39"
"e02370-B","sample","39.ASV4","ASV4",3713,"e02370","B","81","39"
"e02370-B","sample","39.ASV5","ASV5",3416,"e02370","B","81","39"
"e02370-B","sample","39.ASV12","ASV12",1746,"e02370","B","81","39"
"e02370-B","sample","39.ASV13","ASV13",0,"e02370","B","81","39"
"e02370-B","sample","39.ASV16","ASV16",88,"e02370","B","81","39"
"e02370-B","sample","39.ASV22","ASV22",56,"e02370","B","81","39"
"e02370-B","sample","39.ASV48","ASV48",0,"e02370","B","81","39"
"e02374-B","sample","39.ASV1","ASV1",6662,"e02374","B","360","39"
"e02374-B","sample","39.ASV2","ASV2",5777,"e02374","B","360","39"
"e02374-B","sample","39.ASV3","ASV3",18158,"e02374","B","360","39"
"e02374-B","sample","39.ASV4","ASV4",4425,"e02374","B","360","39"
"e02374-B","sample","39.ASV5","ASV5",3356,"e02374","B","360","39"
"e02374-B","sample","39.ASV12","ASV12",2417,"e02374","B","360","39"
"e02374-B","sample","39.ASV13","ASV13",169,"e02374","B","360","39"
"e02374-B","sample","39.ASV16","ASV16",96,"e02374","B","360","39"
"e02374-B","sample","39.ASV22","ASV22",40,"e02374","B","360","39"
"e02374-B","sample","39.ASV48","ASV48",97,"e02374","B","360","39"
"e02375-B","sample","39.ASV1","ASV1",8286,"e02375","B","8","39"
"e02375-B","sample","39.ASV2","ASV2",7133,"e02375","B","8","39"
"e02375-B","sample","39.ASV3","ASV3",20392,"e02375","B","8","39"
"e02375-B","sample","39.ASV4","ASV4",6690,"e02375","B","8","39"
"e02375-B","sample","39.ASV5","ASV5",4949,"e02375","B","8","39"
"e02375-B","sample","39.ASV12","ASV12",3562,"e02375","B","8","39"
"e02375-B","sample","39.ASV13","ASV13",235,"e02375","B","8","39"
"e02375-B","sample","39.ASV16","ASV16",132,"e02375","B","8","39"
"e02375-B","sample","39.ASV22","ASV22",66,"e02375","B","8","39"
"e02375-B","sample","39.ASV48","ASV48",108,"e02375","B","8","39"
"e02370-C","sample","39.ASV1","ASV1",6048,"e02370","C","81","39"
"e02370-C","sample","39.ASV2","ASV2",3931,"e02370","C","81","39"
"e02370-C","sample","39.ASV3","ASV3",16825,"e02370","C","81","39"
"e02370-C","sample","39.ASV4","ASV4",3002,"e02370","C","81","39"
"e02370-C","sample","39.ASV5","ASV5",2940,"e02370","C","81","39"
"e02370-C","sample","39.ASV12","ASV12",1941,"e02370","C","81","39"
"e02370-C","sample","39.ASV13","ASV13",0,"e02370","C","81","39"
"e02370-C","sample","39.ASV16","ASV16",110,"e02370","C","81","39"
"e02370-C","sample","39.ASV22","ASV22",38,"e02370","C","81","39"
"e02370-C","sample","39.ASV48","ASV48",75,"e02370","C","81","39"
"e02374-C","sample","39.ASV1","ASV1",6460,"e02374","C","360","39"
"e02374-C","sample","39.ASV2","ASV2",5872,"e02374","C","360","39"
"e02374-C","sample","39.ASV3","ASV3",16217,"e02374","C","360","39"
"e02374-C","sample","39.ASV4","ASV4",3262,"e02374","C","360","39"
"e02374-C","sample","39.ASV5","ASV5",3697,"e02374","C","360","39"
"e02374-C","sample","39.ASV12","ASV12",1818,"e02374","C","360","39"
"e02374-C","sample","39.ASV13","ASV13",167,"e02374","C","360","39"
"e02374-C","sample","39.ASV16","ASV16",93,"e02374","C","360","39"
"e02374-C","sample","39.ASV22","ASV22",72,"e02374","C","360","39"
"e02374-C","sample","39.ASV48","ASV48",70,"e02374","C","360","39"
"e02375-C","sample","39.ASV1","ASV1",3694,"e02375","C","8","39"
"e02375-C","sample","39.ASV2","ASV2",4051,"e02375","C","8","39"
"e02375-C","sample","39.ASV3","ASV3",9693,"e02375","C","8","39"
"e02375-C","sample","39.ASV4","ASV4",2614,"e02375","C","8","39"
"e02375-C","sample","39.ASV5","ASV5",2348,"e02375","C","8","39"
"e02375-C","sample","39.ASV12","ASV12",2154,"e02375","C","8","39"
"e02375-C","sample","39.ASV13","ASV13",107,"e02375","C","8","39"
"e02375-C","sample","39.ASV16","ASV16",147,"e02375","C","8","39"
"e02375-C","sample","39.ASV22","ASV22",65,"e02375","C","8","39"
"e02375-C","sample","39.ASV48","ASV48",0,"e02375","C","8","39"
"e02112-A","sample","40.ASV2","ASV2",14810,"e02112","A","59","40"
"e02112-A","sample","40.ASV4","ASV4",8086,"e02112","A","59","40"
"e02112-A","sample","40.ASV5","ASV5",5004,"e02112","A","59","40"
"e02112-A","sample","40.ASV13","ASV13",380,"e02112","A","59","40"
"e02112-A","sample","40.ASV16","ASV16",126,"e02112","A","59","40"
"e02122-A","sample","40.ASV2","ASV2",12141,"e02122","A","213","40"
"e02122-A","sample","40.ASV4","ASV4",10822,"e02122","A","213","40"
"e02122-A","sample","40.ASV5","ASV5",6678,"e02122","A","213","40"
"e02122-A","sample","40.ASV13","ASV13",514,"e02122","A","213","40"
"e02122-A","sample","40.ASV16","ASV16",109,"e02122","A","213","40"
"e02124-A","sample","40.ASV2","ASV2",9415,"e02124","A","220","40"
"e02124-A","sample","40.ASV4","ASV4",9794,"e02124","A","220","40"
"e02124-A","sample","40.ASV5","ASV5",7802,"e02124","A","220","40"
"e02124-A","sample","40.ASV13","ASV13",574,"e02124","A","220","40"
"e02124-A","sample","40.ASV16","ASV16",338,"e02124","A","220","40"
"e02112-B","sample","40.ASV2","ASV2",13206,"e02112","B","59","40"
"e02112-B","sample","40.ASV4","ASV4",10581,"e02112","B","59","40"
"e02112-B","sample","40.ASV5","ASV5",5275,"e02112","B","59","40"
"e02112-B","sample","40.ASV13","ASV13",213,"e02112","B","59","40"
"e02112-B","sample","40.ASV16","ASV16",130,"e02112","B","59","40"
"e02122-B","sample","40.ASV2","ASV2",13858,"e02122","B","213","40"
"e02122-B","sample","40.ASV4","ASV4",18761,"e02122","B","213","40"
"e02122-B","sample","40.ASV5","ASV5",9205,"e02122","B","213","40"
"e02122-B","sample","40.ASV13","ASV13",667,"e02122","B","213","40"
"e02122-B","sample","40.ASV16","ASV16",209,"e02122","B","213","40"
"e02124-B","sample","40.ASV2","ASV2",13024,"e02124","B","220","40"
"e02124-B","sample","40.ASV4","ASV4",15388,"e02124","B","220","40"
"e02124-B","sample","40.ASV5","ASV5",9605,"e02124","B","220","40"
"e02124-B","sample","40.ASV13","ASV13",253,"e02124","B","220","40"
"e02124-B","sample","40.ASV16","ASV16",164,"e02124","B","220","40"
"e02112-C","sample","40.ASV2","ASV2",11470,"e02112","C","59","40"
"e02112-C","sample","40.ASV4","ASV4",6735,"e02112","C","59","40"
"e02112-C","sample","40.ASV5","ASV5",5309,"e02112","C","59","40"
"e02112-C","sample","40.ASV13","ASV13",0,"e02112","C","59","40"
"e02112-C","sample","40.ASV16","ASV16",841,"e02112","C","59","40"
"e02122-C","sample","40.ASV2","ASV2",9716,"e02122","C","213","40"
"e02122-C","sample","40.ASV4","ASV4",9176,"e02122","C","213","40"
"e02122-C","sample","40.ASV5","ASV5",10313,"e02122","C","213","40"
"e02122-C","sample","40.ASV13","ASV13",516,"e02122","C","213","40"
"e02122-C","sample","40.ASV16","ASV16",1165,"e02122","C","213","40"
"e02124-C","sample","40.ASV2","ASV2",10210,"e02124","C","220","40"
"e02124-C","sample","40.ASV4","ASV4",8388,"e02124","C","220","40"
"e02124-C","sample","40.ASV5","ASV5",10279,"e02124","C","220","40"
"e02124-C","sample","40.ASV13","ASV13",181,"e02124","C","220","40"
"e02124-C","sample","40.ASV16","ASV16",932,"e02124","C","220","40"
"e02158-A","sample","41.ASV2","ASV2",9406,"e02158","A","391","41"
"e02158-A","sample","41.ASV4","ASV4",6127,"e02158","A","391","41"
"e02158-A","sample","41.ASV13","ASV13",0,"e02158","A","391","41"
"e02158-A","sample","41.ASV16","ASV16",20,"e02158","A","391","41"
"e02158-A","sample","41.ASV22","ASV22",12,"e02158","A","391","41"
"e02160-A","sample","41.ASV2","ASV2",13082,"e02160","A","417","41"
"e02160-A","sample","41.ASV4","ASV4",18740,"e02160","A","417","41"
"e02160-A","sample","41.ASV13","ASV13",487,"e02160","A","417","41"
"e02160-A","sample","41.ASV16","ASV16",0,"e02160","A","417","41"
"e02160-A","sample","41.ASV22","ASV22",28,"e02160","A","417","41"
"e02163-A","sample","41.ASV2","ASV2",5758,"e02163","A","358","41"
"e02163-A","sample","41.ASV4","ASV4",10052,"e02163","A","358","41"
"e02163-A","sample","41.ASV13","ASV13",389,"e02163","A","358","41"
"e02163-A","sample","41.ASV16","ASV16",0,"e02163","A","358","41"
"e02163-A","sample","41.ASV22","ASV22",0,"e02163","A","358","41"
"e02158-B","sample","41.ASV2","ASV2",23434,"e02158","B","391","41"
"e02158-B","sample","41.ASV4","ASV4",12455,"e02158","B","391","41"
"e02158-B","sample","41.ASV13","ASV13",234,"e02158","B","391","41"
"e02158-B","sample","41.ASV16","ASV16",29,"e02158","B","391","41"
"e02158-B","sample","41.ASV22","ASV22",14,"e02158","B","391","41"
"e02160-B","sample","41.ASV2","ASV2",17044,"e02160","B","417","41"
"e02160-B","sample","41.ASV4","ASV4",18522,"e02160","B","417","41"
"e02160-B","sample","41.ASV13","ASV13",603,"e02160","B","417","41"
"e02160-B","sample","41.ASV16","ASV16",35,"e02160","B","417","41"
"e02160-B","sample","41.ASV22","ASV22",0,"e02160","B","417","41"
"e02163-B","sample","41.ASV2","ASV2",26759,"e02163","B","358","41"
"e02163-B","sample","41.ASV4","ASV4",29462,"e02163","B","358","41"
"e02163-B","sample","41.ASV13","ASV13",1191,"e02163","B","358","41"
"e02163-B","sample","41.ASV16","ASV16",0,"e02163","B","358","41"
"e02163-B","sample","41.ASV22","ASV22",0,"e02163","B","358","41"
"e02158-C","sample","41.ASV2","ASV2",12799,"e02158","C","391","41"
"e02158-C","sample","41.ASV4","ASV4",5698,"e02158","C","391","41"
"e02158-C","sample","41.ASV13","ASV13",139,"e02158","C","391","41"
"e02158-C","sample","41.ASV16","ASV16",107,"e02158","C","391","41"
"e02158-C","sample","41.ASV22","ASV22",3,"e02158","C","391","41"
"e02160-C","sample","41.ASV2","ASV2",6697,"e02160","C","417","41"
"e02160-C","sample","41.ASV4","ASV4",5265,"e02160","C","417","41"
"e02160-C","sample","41.ASV13","ASV13",215,"e02160","C","417","41"
"e02160-C","sample","41.ASV16","ASV16",0,"e02160","C","417","41"
"e02160-C","sample","41.ASV22","ASV22",0,"e02160","C","417","41"
"e02163-C","sample","41.ASV2","ASV2",5382,"e02163","C","358","41"
"e02163-C","sample","41.ASV4","ASV4",3737,"e02163","C","358","41"
"e02163-C","sample","41.ASV13","ASV13",134,"e02163","C","358","41"
"e02163-C","sample","41.ASV16","ASV16",0,"e02163","C","358","41"
"e02163-C","sample","41.ASV22","ASV22",0,"e02163","C","358","41"
"e02411-A","sample","42.ASV1","ASV1",31124,"e02411","A","84","42"
"e02412-A","sample","42.ASV1","ASV1",52702,"e02412","A","47","42"
"e02413-A","sample","42.ASV1","ASV1",6455,"e02413","A","31","42"
"e02411-B","sample","42.ASV1","ASV1",37866,"e02411","B","84","42"
"e02412-B","sample","42.ASV1","ASV1",57312,"e02412","B","47","42"
"e02413-B","sample","42.ASV1","ASV1",13353,"e02413","B","31","42"
"e02411-C","sample","42.ASV1","ASV1",29900,"e02411","C","84","42"
"e02412-C","sample","42.ASV1","ASV1",38453,"e02412","C","47","42"
"e02413-C","sample","42.ASV1","ASV1",36686,"e02413","C","31","42"
"e02241-A","sample","43.ASV1","ASV1",22614,"e02241","A","212","43"
"e02241-A","sample","43.ASV2","ASV2",0,"e02241","A","212","43"
"e02241-A","sample","43.ASV5","ASV5",366,"e02241","A","212","43"
"e02241-A","sample","43.ASV6","ASV6",4858.64420609079,"e02241","A","212","43"
"e02241-A","sample","43.ASV8","ASV8",1253,"e02241","A","212","43"
"e02243-A","sample","43.ASV1","ASV1",27001,"e02243","A","301","43"
"e02243-A","sample","43.ASV2","ASV2",144,"e02243","A","301","43"
"e02243-A","sample","43.ASV5","ASV5",520,"e02243","A","301","43"
"e02243-A","sample","43.ASV6","ASV6",4792.65129285577,"e02243","A","301","43"
"e02243-A","sample","43.ASV8","ASV8",1154,"e02243","A","301","43"
"e02245-A","sample","43.ASV1","ASV1",29194,"e02245","A","72","43"
"e02245-A","sample","43.ASV2","ASV2",239,"e02245","A","72","43"
"e02245-A","sample","43.ASV5","ASV5",871,"e02245","A","72","43"
"e02245-A","sample","43.ASV6","ASV6",4492.59620762306,"e02245","A","72","43"
"e02245-A","sample","43.ASV8","ASV8",852,"e02245","A","72","43"
"e02241-B","sample","43.ASV1","ASV1",28097,"e02241","B","212","43"
"e02241-B","sample","43.ASV2","ASV2",307,"e02241","B","212","43"
"e02241-B","sample","43.ASV5","ASV5",688,"e02241","B","212","43"
"e02241-B","sample","43.ASV6","ASV6",6229.29729936794,"e02241","B","212","43"
"e02241-B","sample","43.ASV8","ASV8",1537,"e02241","B","212","43"
"e02243-B","sample","43.ASV1","ASV1",32910,"e02243","B","301","43"
"e02243-B","sample","43.ASV2","ASV2",388,"e02243","B","301","43"
"e02243-B","sample","43.ASV5","ASV5",1508,"e02243","B","301","43"
"e02243-B","sample","43.ASV6","ASV6",8421.96433633404,"e02243","B","301","43"
"e02243-B","sample","43.ASV8","ASV8",852,"e02243","B","301","43"
"e02245-B","sample","43.ASV1","ASV1",30699,"e02245","B","72","43"
"e02245-B","sample","43.ASV2","ASV2",814,"e02245","B","72","43"
"e02245-B","sample","43.ASV5","ASV5",608,"e02245","B","72","43"
"e02245-B","sample","43.ASV6","ASV6",7158.26362765754,"e02245","B","72","43"
"e02245-B","sample","43.ASV8","ASV8",1764,"e02245","B","72","43"
"e02241-C","sample","43.ASV1","ASV1",22360,"e02241","C","212","43"
"e02241-C","sample","43.ASV2","ASV2",114,"e02241","C","212","43"
"e02241-C","sample","43.ASV5","ASV5",655,"e02241","C","212","43"
"e02241-C","sample","43.ASV6","ASV6",4801.31706569623,"e02241","C","212","43"
"e02241-C","sample","43.ASV8","ASV8",1459,"e02241","C","212","43"
"e02243-C","sample","43.ASV1","ASV1",27267,"e02243","C","301","43"
"e02243-C","sample","43.ASV2","ASV2",798,"e02243","C","301","43"
"e02243-C","sample","43.ASV5","ASV5",0,"e02243","C","301","43"
"e02243-C","sample","43.ASV6","ASV6",7317.48178509864,"e02243","C","301","43"
"e02243-C","sample","43.ASV8","ASV8",1304,"e02243","C","301","43"
"e02245-C","sample","43.ASV1","ASV1",25971,"e02245","C","72","43"
"e02245-C","sample","43.ASV2","ASV2",0,"e02245","C","72","43"
"e02245-C","sample","43.ASV5","ASV5",455,"e02245","C","72","43"
"e02245-C","sample","43.ASV6","ASV6",5606.64880291132,"e02245","C","72","43"
"e02245-C","sample","43.ASV8","ASV8",688,"e02245","C","72","43"
"e02364-A","sample","45.ASV1","ASV1",5090,"e02364","A","34","45"
"e02364-A","sample","45.ASV2","ASV2",13075,"e02364","A","34","45"
"e02364-A","sample","45.ASV3","ASV3",4349,"e02364","A","34","45"
"e02364-A","sample","45.ASV4","ASV4",1335,"e02364","A","34","45"
"e02364-A","sample","45.ASV5","ASV5",1559,"e02364","A","34","45"
"e02364-A","sample","45.ASV12","ASV12",1017,"e02364","A","34","45"
"e02364-A","sample","45.ASV13","ASV13",68,"e02364","A","34","45"
"e02364-A","sample","45.ASV16","ASV16",39,"e02364","A","34","45"
"e02364-A","sample","45.ASV22","ASV22",32,"e02364","A","34","45"
"e02364-A","sample","45.ASV48","ASV48",72,"e02364","A","34","45"
"e02365-A","sample","45.ASV1","ASV1",7872,"e02365","A","350","45"
"e02365-A","sample","45.ASV2","ASV2",4530,"e02365","A","350","45"
"e02365-A","sample","45.ASV3","ASV3",5919,"e02365","A","350","45"
"e02365-A","sample","45.ASV4","ASV4",1827,"e02365","A","350","45"
"e02365-A","sample","45.ASV5","ASV5",3679,"e02365","A","350","45"
"e02365-A","sample","45.ASV12","ASV12",1522,"e02365","A","350","45"
"e02365-A","sample","45.ASV13","ASV13",109,"e02365","A","350","45"
"e02365-A","sample","45.ASV16","ASV16",201,"e02365","A","350","45"
"e02365-A","sample","45.ASV22","ASV22",85,"e02365","A","350","45"
"e02365-A","sample","45.ASV48","ASV48",0,"e02365","A","350","45"
"e02368-A","sample","45.ASV1","ASV1",5614,"e02368","A","189","45"
"e02368-A","sample","45.ASV2","ASV2",7947,"e02368","A","189","45"
"e02368-A","sample","45.ASV3","ASV3",5781,"e02368","A","189","45"
"e02368-A","sample","45.ASV4","ASV4",1271,"e02368","A","189","45"
"e02368-A","sample","45.ASV5","ASV5",1849,"e02368","A","189","45"
