"Sample_ID","sample_type","loc.asv","ASV","reads","extraction_ID","pcr_replicate","alt_ID","tank_ID"
"e02368-A","sample","45.ASV12","ASV12",1065,"e02368","A","189","45"
"e02368-A","sample","45.ASV13","ASV13",68,"e02368","A","189","45"
"e02368-A","sample","45.ASV16","ASV16",114,"e02368","A","189","45"
"e02368-A","sample","45.ASV22","ASV22",53,"e02368","A","189","45"
"e02368-A","sample","45.ASV48","ASV48",169,"e02368","A","189","45"
"e02364-B","sample","45.ASV1","ASV1",8105,"e02364","B","34","45"
"e02364-B","sample","45.ASV2","ASV2",17581,"e02364","B","34","45"
"e02364-B","sample","45.ASV3","ASV3",5680,"e02364","B","34","45"
"e02364-B","sample","45.ASV4","ASV4",2084,"e02364","B","34","45"
"e02364-B","sample","45.ASV5","ASV5",2422,"e02364","B","34","45"
"e02364-B","sample","45.ASV12","ASV12",2033,"e02364","B","34","45"
"e02364-B","sample","45.ASV13","ASV13",201,"e02364","B","34","45"
"e02364-B","sample","45.ASV16","ASV16",64,"e02364","B","34","45"
"e02364-B","sample","45.ASV22","ASV22",17,"e02364","B","34","45"
"e02364-B","sample","45.ASV48","ASV48",0,"e02364","B","34","45"
"e02365-B","sample","45.ASV1","ASV1",13137,"e02365","B","350","45"
"e02365-B","sample","45.ASV2","ASV2",7431,"e02365","B","350","45"
"e02365-B","sample","45.ASV3","ASV3",12061,"e02365","B","350","45"
"e02365-B","sample","45.ASV4","ASV4",4781,"e02365","B","350","45"
"e02365-B","sample","45.ASV5","ASV5",5509,"e02365","B","350","45"
"e02365-B","sample","45.ASV12","ASV12",3274,"e02365","B","350","45"
"e02365-B","sample","45.ASV13","ASV13",223,"e02365","B","350","45"
"e02365-B","sample","45.ASV16","ASV16",125,"e02365","B","350","45"
"e02365-B","sample","45.ASV22","ASV22",74,"e02365","B","350","45"
"e02365-B","sample","45.ASV48","ASV48",229,"e02365","B","350","45"
"e02368-B","sample","45.ASV1","ASV1",8569,"e02368","B","189","45"
"e02368-B","sample","45.ASV2","ASV2",13160,"e02368","B","189","45"
"e02368-B","sample","45.ASV3","ASV3",10967,"e02368","B","189","45"
"e02368-B","sample","45.ASV4","ASV4",1701,"e02368","B","189","45"
"e02368-B","sample","45.ASV5","ASV5",2306,"e02368","B","189","45"
"e02368-B","sample","45.ASV12","ASV12",1644,"e02368","B","189","45"
"e02368-B","sample","45.ASV13","ASV13",0,"e02368","B","189","45"
"e02368-B","sample","45.ASV16","ASV16",58,"e02368","B","189","45"
"e02368-B","sample","45.ASV22","ASV22",45,"e02368","B","189","45"
"e02368-B","sample","45.ASV48","ASV48",102,"e02368","B","189","45"
"e02364-C","sample","45.ASV1","ASV1",5518,"e02364","C","34","45"
"e02364-C","sample","45.ASV2","ASV2",12537,"e02364","C","34","45"
"e02364-C","sample","45.ASV3","ASV3",4061,"e02364","C","34","45"
"e02364-C","sample","45.ASV4","ASV4",1138,"e02364","C","34","45"
"e02364-C","sample","45.ASV5","ASV5",1699,"e02364","C","34","45"
"e02364-C","sample","45.ASV12","ASV12",1010,"e02364","C","34","45"
"e02364-C","sample","45.ASV13","ASV13",0,"e02364","C","34","45"
"e02364-C","sample","45.ASV16","ASV16",75,"e02364","C","34","45"
"e02364-C","sample","45.ASV22","ASV22",44,"e02364","C","34","45"
"e02364-C","sample","45.ASV48","ASV48",217,"e02364","C","34","45"
"e02365-C","sample","45.ASV1","ASV1",7573,"e02365","C","350","45"
"e02365-C","sample","45.ASV2","ASV2",6146,"e02365","C","350","45"
"e02365-C","sample","45.ASV3","ASV3",6895,"e02365","C","350","45"
"e02365-C","sample","45.ASV4","ASV4",1187,"e02365","C","350","45"
"e02365-C","sample","45.ASV5","ASV5",3278,"e02365","C","350","45"
"e02365-C","sample","45.ASV12","ASV12",2588,"e02365","C","350","45"
"e02365-C","sample","45.ASV13","ASV13",124,"e02365","C","350","45"
"e02365-C","sample","45.ASV16","ASV16",101,"e02365","C","350","45"
"e02365-C","sample","45.ASV22","ASV22",49,"e02365","C","350","45"
"e02365-C","sample","45.ASV48","ASV48",0,"e02365","C","350","45"
"e02368-C","sample","45.ASV1","ASV1",7464,"e02368","C","189","45"
"e02368-C","sample","45.ASV2","ASV2",9666,"e02368","C","189","45"
"e02368-C","sample","45.ASV3","ASV3",9142,"e02368","C","189","45"
"e02368-C","sample","45.ASV4","ASV4",1342,"e02368","C","189","45"
"e02368-C","sample","45.ASV5","ASV5",1761,"e02368","C","189","45"
"e02368-C","sample","45.ASV12","ASV12",1140,"e02368","C","189","45"
"e02368-C","sample","45.ASV13","ASV13",138,"e02368","C","189","45"
"e02368-C","sample","45.ASV16","ASV16",65,"e02368","C","189","45"
"e02368-C","sample","45.ASV22","ASV22",35,"e02368","C","189","45"
"e02368-C","sample","45.ASV48","ASV48",107,"e02368","C","189","45"
"e02114-A","sample","47.ASV3","ASV3",7974,"e02114","A","423","47"
"e02114-A","sample","47.ASV4","ASV4",14957,"e02114","A","423","47"
"e02114-A","sample","47.ASV13","ASV13",306,"e02114","A","423","47"
"e02114-A","sample","47.ASV22","ASV22",0,"e02114","A","423","47"
"e02126-A","sample","47.ASV3","ASV3",7624,"e02126","A","273","47"
"e02126-A","sample","47.ASV4","ASV4",11944,"e02126","A","273","47"
"e02126-A","sample","47.ASV13","ASV13",425,"e02126","A","273","47"
"e02126-A","sample","47.ASV22","ASV22",43,"e02126","A","273","47"
"e02129-A","sample","47.ASV3","ASV3",9620,"e02129","A","275","47"
"e02129-A","sample","47.ASV4","ASV4",17279,"e02129","A","275","47"
"e02129-A","sample","47.ASV13","ASV13",461,"e02129","A","275","47"
"e02129-A","sample","47.ASV22","ASV22",33,"e02129","A","275","47"
"e02114-B","sample","47.ASV3","ASV3",8340,"e02114","B","423","47"
"e02114-B","sample","47.ASV4","ASV4",16904,"e02114","B","423","47"
"e02114-B","sample","47.ASV13","ASV13",636,"e02114","B","423","47"
"e02114-B","sample","47.ASV22","ASV22",0,"e02114","B","423","47"
"e02126-B","sample","47.ASV3","ASV3",10416,"e02126","B","273","47"
"e02126-B","sample","47.ASV4","ASV4",21141,"e02126","B","273","47"
"e02126-B","sample","47.ASV13","ASV13",1054,"e02126","B","273","47"
"e02126-B","sample","47.ASV22","ASV22",18,"e02126","B","273","47"
"e02129-B","sample","47.ASV3","ASV3",12946,"e02129","B","275","47"
"e02129-B","sample","47.ASV4","ASV4",26987,"e02129","B","275","47"
"e02129-B","sample","47.ASV13","ASV13",761,"e02129","B","275","47"
"e02129-B","sample","47.ASV22","ASV22",41,"e02129","B","275","47"
"e02114-C","sample","47.ASV3","ASV3",4295,"e02114","C","423","47"
"e02114-C","sample","47.ASV4","ASV4",7992,"e02114","C","423","47"
"e02114-C","sample","47.ASV13","ASV13",307,"e02114","C","423","47"
"e02114-C","sample","47.ASV22","ASV22",0,"e02114","C","423","47"
"e02126-C","sample","47.ASV3","ASV3",9944,"e02126","C","273","47"
"e02126-C","sample","47.ASV4","ASV4",13217,"e02126","C","273","47"
"e02126-C","sample","47.ASV13","ASV13",365,"e02126","C","273","47"
"e02126-C","sample","47.ASV22","ASV22",0,"e02126","C","273","47"
"e02129-C","sample","47.ASV3","ASV3",8914,"e02129","C","275","47"
"e02129-C","sample","47.ASV4","ASV4",14771,"e02129","C","275","47"
"e02129-C","sample","47.ASV13","ASV13",616,"e02129","C","275","47"
"e02129-C","sample","47.ASV22","ASV22",37,"e02129","C","275","47"
"e02416-A","sample","50.ASV1","ASV1",3424,"e02416","A","95","50"
"e02417-A","sample","50.ASV1","ASV1",4536,"e02417","A","17","50"
"e02418-A","sample","50.ASV1","ASV1",15819,"e02418","A","369","50"
"e02416-B","sample","50.ASV1","ASV1",16287,"e02416","B","95","50"
"e02417-B","sample","50.ASV1","ASV1",7562,"e02417","B","17","50"
"e02418-B","sample","50.ASV1","ASV1",18221,"e02418","B","369","50"
"e02416-C","sample","50.ASV1","ASV1",6302,"e02416","C","95","50"
"e02417-C","sample","50.ASV1","ASV1",11257,"e02417","C","17","50"
"e02418-C","sample","50.ASV1","ASV1",25567,"e02418","C","369","50"
"e02428-A","sample","51.ASV4","ASV4",3577,"e02428","A","57","51"
"e02428-A","sample","51.ASV22","ASV22",0,"e02428","A","57","51"
"e02428-B","sample","51.ASV4","ASV4",9886,"e02428","B","57","51"
"e02428-B","sample","51.ASV22","ASV22",12,"e02428","B","57","51"
"e02428-C","sample","51.ASV4","ASV4",4463,"e02428","C","57","51"
"e02428-C","sample","51.ASV22","ASV22",16,"e02428","C","57","51"
"e02116-A","sample","55.ASV2","ASV2",16572,"e02116","A","299","55"
"e02116-A","sample","55.ASV3","ASV3",0,"e02116","A","299","55"
"e02116-A","sample","55.ASV4","ASV4",0,"e02116","A","299","55"
"e02116-A","sample","55.ASV5","ASV5",13176,"e02116","A","299","55"
"e02116-A","sample","55.ASV16","ASV16",37,"e02116","A","299","55"
"e02118-A","sample","55.ASV2","ASV2",17798,"e02118","A","224","55"
"e02118-A","sample","55.ASV3","ASV3",0,"e02118","A","224","55"
"e02118-A","sample","55.ASV4","ASV4",293,"e02118","A","224","55"
"e02118-A","sample","55.ASV5","ASV5",11388,"e02118","A","224","55"
"e02118-A","sample","55.ASV16","ASV16",11,"e02118","A","224","55"
"e02116-B","sample","55.ASV2","ASV2",25590,"e02116","B","299","55"
"e02116-B","sample","55.ASV3","ASV3",0,"e02116","B","299","55"
"e02116-B","sample","55.ASV4","ASV4",0,"e02116","B","299","55"
"e02116-B","sample","55.ASV5","ASV5",16411,"e02116","B","299","55"
"e02116-B","sample","55.ASV16","ASV16",0,"e02116","B","299","55"
"e02118-B","sample","55.ASV2","ASV2",31017,"e02118","B","224","55"
"e02118-B","sample","55.ASV3","ASV3",0,"e02118","B","224","55"
"e02118-B","sample","55.ASV4","ASV4",205,"e02118","B","224","55"
"e02118-B","sample","55.ASV5","ASV5",12326,"e02118","B","224","55"
"e02118-B","sample","55.ASV16","ASV16",14,"e02118","B","224","55"
"e02116-C","sample","55.ASV2","ASV2",16745,"e02116","C","299","55"
"e02116-C","sample","55.ASV3","ASV3",0,"e02116","C","299","55"
"e02116-C","sample","55.ASV4","ASV4",122,"e02116","C","299","55"
"e02116-C","sample","55.ASV5","ASV5",14170,"e02116","C","299","55"
"e02116-C","sample","55.ASV16","ASV16",23,"e02116","C","299","55"
"e02118-C","sample","55.ASV2","ASV2",15331,"e02118","C","224","55"
"e02118-C","sample","55.ASV3","ASV3",0,"e02118","C","224","55"
"e02118-C","sample","55.ASV4","ASV4",0,"e02118","C","224","55"
"e02118-C","sample","55.ASV5","ASV5",7970,"e02118","C","224","55"
"e02118-C","sample","55.ASV16","ASV16",131,"e02118","C","224","55"
"e02394-A","sample","55.ASV2","ASV2",15944,"e02394","A","375","55"
"e02394-A","sample","55.ASV3","ASV3",0,"e02394","A","375","55"
"e02394-A","sample","55.ASV4","ASV4",0,"e02394","A","375","55"
"e02394-A","sample","55.ASV5","ASV5",12593,"e02394","A","375","55"
"e02394-A","sample","55.ASV16","ASV16",17,"e02394","A","375","55"
"e02394-B","sample","55.ASV2","ASV2",27047,"e02394","B","375","55"
"e02394-B","sample","55.ASV3","ASV3",374,"e02394","B","375","55"
"e02394-B","sample","55.ASV4","ASV4",260,"e02394","B","375","55"
"e02394-B","sample","55.ASV5","ASV5",16071,"e02394","B","375","55"
"e02394-B","sample","55.ASV16","ASV16",8,"e02394","B","375","55"
"e02394-C","sample","55.ASV2","ASV2",25897,"e02394","C","375","55"
"e02394-C","sample","55.ASV3","ASV3",855,"e02394","C","375","55"
"e02394-C","sample","55.ASV4","ASV4",0,"e02394","C","375","55"
"e02394-C","sample","55.ASV5","ASV5",12537,"e02394","C","375","55"
"e02394-C","sample","55.ASV16","ASV16",0,"e02394","C","375","55"
"e02377-A","sample","58.ASV1","ASV1",0,"e02377","A","485","58"
"e02377-A","sample","58.ASV2","ASV2",5214,"e02377","A","485","58"
"e02377-A","sample","58.ASV3","ASV3",11116,"e02377","A","485","58"
"e02377-A","sample","58.ASV4","ASV4",1375,"e02377","A","485","58"
"e02377-A","sample","58.ASV5","ASV5",677,"e02377","A","485","58"
"e02377-A","sample","58.ASV6","ASV6",1051.94859222371,"e02377","A","485","58"
"e02377-A","sample","58.ASV12","ASV12",179,"e02377","A","485","58"
"e02377-A","sample","58.ASV13","ASV13",151,"e02377","A","485","58"
"e02377-A","sample","58.ASV16","ASV16",35,"e02377","A","485","58"
"e02377-A","sample","58.ASV22","ASV22",7,"e02377","A","485","58"
"e02378-A","sample","58.ASV1","ASV1",23,"e02378","A","151","58"
"e02378-A","sample","58.ASV2","ASV2",6165,"e02378","A","151","58"
"e02378-A","sample","58.ASV3","ASV3",13008,"e02378","A","151","58"
"e02378-A","sample","58.ASV4","ASV4",3774,"e02378","A","151","58"
"e02378-A","sample","58.ASV5","ASV5",1335,"e02378","A","151","58"
"e02378-A","sample","58.ASV6","ASV6",1333.09580540126,"e02378","A","151","58"
"e02378-A","sample","58.ASV12","ASV12",38,"e02378","A","151","58"
"e02378-A","sample","58.ASV13","ASV13",0,"e02378","A","151","58"
"e02378-A","sample","58.ASV16","ASV16",75,"e02378","A","151","58"
"e02378-A","sample","58.ASV22","ASV22",15,"e02378","A","151","58"
"e02379-A","sample","58.ASV1","ASV1",503,"e02379","A","86","58"
"e02379-A","sample","58.ASV2","ASV2",8512,"e02379","A","86","58"
"e02379-A","sample","58.ASV3","ASV3",12860,"e02379","A","86","58"
"e02379-A","sample","58.ASV4","ASV4",5800,"e02379","A","86","58"
"e02379-A","sample","58.ASV5","ASV5",1812,"e02379","A","86","58"
"e02379-A","sample","58.ASV6","ASV6",1166.6656196131,"e02379","A","86","58"
"e02379-A","sample","58.ASV12","ASV12",487,"e02379","A","86","58"
"e02379-A","sample","58.ASV13","ASV13",533,"e02379","A","86","58"
"e02379-A","sample","58.ASV16","ASV16",124,"e02379","A","86","58"
"e02379-A","sample","58.ASV22","ASV22",41,"e02379","A","86","58"
"e02377-B","sample","58.ASV1","ASV1",0,"e02377","B","485","58"
"e02377-B","sample","58.ASV2","ASV2",5601,"e02377","B","485","58"
"e02377-B","sample","58.ASV3","ASV3",17467,"e02377","B","485","58"
"e02377-B","sample","58.ASV4","ASV4",2233,"e02377","B","485","58"
"e02377-B","sample","58.ASV5","ASV5",742,"e02377","B","485","58"
"e02377-B","sample","58.ASV6","ASV6",1363.70178126796,"e02377","B","485","58"
"e02377-B","sample","58.ASV12","ASV12",758,"e02377","B","485","58"
"e02377-B","sample","58.ASV13","ASV13",198,"e02377","B","485","58"
"e02377-B","sample","58.ASV16","ASV16",21,"e02377","B","485","58"
"e02377-B","sample","58.ASV22","ASV22",8,"e02377","B","485","58"
"e02378-B","sample","58.ASV1","ASV1",485,"e02378","B","151","58"
"e02378-B","sample","58.ASV2","ASV2",10391,"e02378","B","151","58"
"e02378-B","sample","58.ASV3","ASV3",21703,"e02378","B","151","58"
"e02378-B","sample","58.ASV4","ASV4",3496,"e02378","B","151","58"
"e02378-B","sample","58.ASV5","ASV5",2118,"e02378","B","151","58"
"e02378-B","sample","58.ASV6","ASV6",2287.38517525378,"e02378","B","151","58"
"e02378-B","sample","58.ASV12","ASV12",781,"e02378","B","151","58"
"e02378-B","sample","58.ASV13","ASV13",177,"e02378","B","151","58"
"e02378-B","sample","58.ASV16","ASV16",46,"e02378","B","151","58"
"e02378-B","sample","58.ASV22","ASV22",19,"e02378","B","151","58"
"e02379-B","sample","58.ASV1","ASV1",0,"e02379","B","86","58"
"e02379-B","sample","58.ASV2","ASV2",8255,"e02379","B","86","58"
"e02379-B","sample","58.ASV3","ASV3",21244,"e02379","B","86","58"
"e02379-B","sample","58.ASV4","ASV4",5000,"e02379","B","86","58"
"e02379-B","sample","58.ASV5","ASV5",1595,"e02379","B","86","58"
"e02379-B","sample","58.ASV6","ASV6",603.428155525761,"e02379","B","86","58"
"e02379-B","sample","58.ASV12","ASV12",305,"e02379","B","86","58"
"e02379-B","sample","58.ASV13","ASV13",157,"e02379","B","86","58"
"e02379-B","sample","58.ASV16","ASV16",38,"e02379","B","86","58"
"e02379-B","sample","58.ASV22","ASV22",24,"e02379","B","86","58"
"e02377-C","sample","58.ASV1","ASV1",263,"e02377","C","485","58"
"e02377-C","sample","58.ASV2","ASV2",4675,"e02377","C","485","58"
"e02377-C","sample","58.ASV3","ASV3",10487,"e02377","C","485","58"
"e02377-C","sample","58.ASV4","ASV4",2247,"e02377","C","485","58"
"e02377-C","sample","58.ASV5","ASV5",623,"e02377","C","485","58"
"e02377-C","sample","58.ASV6","ASV6",1250.64075847539,"e02377","C","485","58"
"e02377-C","sample","58.ASV12","ASV12",158,"e02377","C","485","58"
"e02377-C","sample","58.ASV13","ASV13",0,"e02377","C","485","58"
"e02377-C","sample","58.ASV16","ASV16",34,"e02377","C","485","58"
"e02377-C","sample","58.ASV22","ASV22",17,"e02377","C","485","58"
"e02378-C","sample","58.ASV1","ASV1",0,"e02378","C","151","58"
"e02378-C","sample","58.ASV2","ASV2",7133,"e02378","C","151","58"
"e02378-C","sample","58.ASV3","ASV3",15797,"e02378","C","151","58"
"e02378-C","sample","58.ASV4","ASV4",2546,"e02378","C","151","58"
"e02378-C","sample","58.ASV5","ASV5",772,"e02378","C","151","58"
"e02378-C","sample","58.ASV6","ASV6",1325.69105535338,"e02378","C","151","58"
"e02378-C","sample","58.ASV12","ASV12",543,"e02378","C","151","58"
"e02378-C","sample","58.ASV13","ASV13",0,"e02378","C","151","58"
"e02378-C","sample","58.ASV16","ASV16",34,"e02378","C","151","58"
"e02378-C","sample","58.ASV22","ASV22",11,"e02378","C","151","58"
"e02379-C","sample","58.ASV1","ASV1",574,"e02379","C","86","58"
"e02379-C","sample","58.ASV2","ASV2",7869,"e02379","C","86","58"
"e02379-C","sample","58.ASV3","ASV3",8569,"e02379","C","86","58"
"e02379-C","sample","58.ASV4","ASV4",3169,"e02379","C","86","58"
"e02379-C","sample","58.ASV5","ASV5",1015,"e02379","C","86","58"
"e02379-C","sample","58.ASV6","ASV6",1713.47159547979,"e02379","C","86","58"
"e02379-C","sample","58.ASV12","ASV12",301,"e02379","C","86","58"
"e02379-C","sample","58.ASV13","ASV13",0,"e02379","C","86","58"
"e02379-C","sample","58.ASV16","ASV16",64,"e02379","C","86","58"
"e02379-C","sample","58.ASV22","ASV22",26,"e02379","C","86","58"
"e02177-A","sample","59.ASV15","ASV15",13814,"e02177","A","284","59"
"e02165-B","sample","59.ASV15","ASV15",0,"e02165","B","385","59"
"e02177-B","sample","59.ASV15","ASV15",16778,"e02177","B","284","59"
"e02177-C","sample","59.ASV15","ASV15",2706,"e02177","C","284","59"
"e02381-A","sample","60.ASV1","ASV1",25485,"e02381","A","466","60"
"e02381-A","sample","60.ASV5","ASV5",538,"e02381","A","466","60"
"e02381-A","sample","60.ASV6","ASV6",7111.38992530167,"e02381","A","466","60"
"e02381-A","sample","60.ASV8","ASV8",1673,"e02381","A","466","60"
"e02381-A","sample","60.ASV12","ASV12",93,"e02381","A","466","60"
"e02381-A","sample","60.ASV16","ASV16",24,"e02381","A","466","60"
"e02382-A","sample","60.ASV1","ASV1",18794,"e02382","A","489","60"
"e02382-A","sample","60.ASV5","ASV5",557,"e02382","A","489","60"
"e02382-A","sample","60.ASV6","ASV6",4310.25742194982,"e02382","A","489","60"
"e02382-A","sample","60.ASV8","ASV8",1030,"e02382","A","489","60"
"e02382-A","sample","60.ASV12","ASV12",91,"e02382","A","489","60"
"e02382-A","sample","60.ASV16","ASV16",21,"e02382","A","489","60"
"e02383-A","sample","60.ASV1","ASV1",25814,"e02383","A","219","60"
"e02383-A","sample","60.ASV5","ASV5",676,"e02383","A","219","60"
"e02383-A","sample","60.ASV6","ASV6",6641.19900402222,"e02383","A","219","60"
"e02383-A","sample","60.ASV8","ASV8",1540,"e02383","A","219","60"
"e02383-A","sample","60.ASV12","ASV12",431,"e02383","A","219","60"
"e02383-A","sample","60.ASV16","ASV16",0,"e02383","A","219","60"
"e02381-B","sample","60.ASV1","ASV1",25442,"e02381","B","466","60"
"e02381-B","sample","60.ASV5","ASV5",457,"e02381","B","466","60"
"e02381-B","sample","60.ASV6","ASV6",7074.37812679563,"e02381","B","466","60"
"e02381-B","sample","60.ASV8","ASV8",1823,"e02381","B","466","60"
"e02381-B","sample","60.ASV12","ASV12",139,"e02381","B","466","60"
"e02381-B","sample","60.ASV16","ASV16",0,"e02381","B","466","60"
"e02382-B","sample","60.ASV1","ASV1",30263,"e02382","B","489","60"
"e02382-B","sample","60.ASV5","ASV5",789,"e02382","B","489","60"
"e02382-B","sample","60.ASV6","ASV6",6381.22539743344,"e02382","B","489","60"
"e02382-B","sample","60.ASV8","ASV8",1646,"e02382","B","489","60"
"e02382-B","sample","60.ASV12","ASV12",123,"e02382","B","489","60"
"e02382-B","sample","60.ASV16","ASV16",11,"e02382","B","489","60"
"e02383-B","sample","60.ASV1","ASV1",23104,"e02383","B","219","60"
"e02383-B","sample","60.ASV5","ASV5",488,"e02383","B","219","60"
"e02383-B","sample","60.ASV6","ASV6",6675.3470599502,"e02383","B","219","60"
"e02383-B","sample","60.ASV8","ASV8",1299,"e02383","B","219","60"
"e02383-B","sample","60.ASV12","ASV12",216,"e02383","B","219","60"
"e02383-B","sample","60.ASV16","ASV16",6,"e02383","B","219","60"
"e02381-C","sample","60.ASV1","ASV1",23933,"e02381","C","466","60"
"e02381-C","sample","60.ASV5","ASV5",529,"e02381","C","466","60"
"e02381-C","sample","60.ASV6","ASV6",6860.46538977207,"e02381","C","466","60"
"e02381-C","sample","60.ASV8","ASV8",1530,"e02381","C","466","60"
"e02381-C","sample","60.ASV12","ASV12",97,"e02381","C","466","60"
"e02381-C","sample","60.ASV16","ASV16",8,"e02381","C","466","60"
"e02382-C","sample","60.ASV1","ASV1",21851,"e02382","C","489","60"
"e02382-C","sample","60.ASV5","ASV5",685,"e02382","C","489","60"
"e02382-C","sample","60.ASV6","ASV6",4786.01961310094,"e02382","C","489","60"
"e02382-C","sample","60.ASV8","ASV8",1294,"e02382","C","489","60"
"e02382-C","sample","60.ASV12","ASV12",112,"e02382","C","489","60"
"e02382-C","sample","60.ASV16","ASV16",22,"e02382","C","489","60"
"e02383-C","sample","60.ASV1","ASV1",20375,"e02383","C","219","60"
"e02383-C","sample","60.ASV5","ASV5",454,"e02383","C","219","60"
"e02383-C","sample","60.ASV6","ASV6",5764.64922428654,"e02383","C","219","60"
"e02383-C","sample","60.ASV8","ASV8",1319,"e02383","C","219","60"
"e02383-C","sample","60.ASV12","ASV12",236,"e02383","C","219","60"
"e02383-C","sample","60.ASV16","ASV16",15,"e02383","C","219","60"
"e02439-A","sample","64.ASV1","ASV1",1267,"e02439","A","56","64"
"e02439-A","sample","64.ASV2","ASV2",0,"e02439","A","56","64"
"e02439-A","sample","64.ASV3","ASV3",19795,"e02439","A","56","64"
"e02439-A","sample","64.ASV4","ASV4",65,"e02439","A","56","64"
"e02439-A","sample","64.ASV16","ASV16",0,"e02439","A","56","64"
"e02439-A","sample","64.ASV22","ASV22",2,"e02439","A","56","64"
"e02440-A","sample","64.ASV1","ASV1",0,"e02440","A","195","64"
"e02440-A","sample","64.ASV2","ASV2",0,"e02440","A","195","64"
"e02440-A","sample","64.ASV3","ASV3",9583,"e02440","A","195","64"
"e02440-A","sample","64.ASV4","ASV4",0,"e02440","A","195","64"
"e02440-A","sample","64.ASV16","ASV16",56,"e02440","A","195","64"
"e02440-A","sample","64.ASV22","ASV22",0,"e02440","A","195","64"
"e02441-A","sample","64.ASV1","ASV1",757,"e02441","A","287","64"
"e02441-A","sample","64.ASV2","ASV2",0,"e02441","A","287","64"
"e02441-A","sample","64.ASV3","ASV3",15838,"e02441","A","287","64"
"e02441-A","sample","64.ASV4","ASV4",662,"e02441","A","287","64"
"e02441-A","sample","64.ASV16","ASV16",9,"e02441","A","287","64"
"e02441-A","sample","64.ASV22","ASV22",3,"e02441","A","287","64"
"e02439-B","sample","64.ASV1","ASV1",0,"e02439","B","56","64"
"e02439-B","sample","64.ASV2","ASV2",532,"e02439","B","56","64"
"e02439-B","sample","64.ASV3","ASV3",12695,"e02439","B","56","64"
"e02439-B","sample","64.ASV4","ASV4",482,"e02439","B","56","64"
"e02439-B","sample","64.ASV16","ASV16",4,"e02439","B","56","64"
"e02439-B","sample","64.ASV22","ASV22",6,"e02439","B","56","64"
"e02440-B","sample","64.ASV1","ASV1",3594,"e02440","B","195","64"
"e02440-B","sample","64.ASV2","ASV2",1375,"e02440","B","195","64"
"e02440-B","sample","64.ASV3","ASV3",22047,"e02440","B","195","64"
"e02440-B","sample","64.ASV4","ASV4",464,"e02440","B","195","64"
"e02440-B","sample","64.ASV16","ASV16",4,"e02440","B","195","64"
"e02440-B","sample","64.ASV22","ASV22",9,"e02440","B","195","64"
"e02441-B","sample","64.ASV1","ASV1",603,"e02441","B","287","64"
"e02441-B","sample","64.ASV2","ASV2",1018,"e02441","B","287","64"
"e02441-B","sample","64.ASV3","ASV3",27190,"e02441","B","287","64"
"e02441-B","sample","64.ASV4","ASV4",1440,"e02441","B","287","64"
"e02441-B","sample","64.ASV16","ASV16",8,"e02441","B","287","64"
"e02441-B","sample","64.ASV22","ASV22",10,"e02441","B","287","64"
"e02439-C","sample","64.ASV1","ASV1",3544,"e02439","C","56","64"
"e02439-C","sample","64.ASV2","ASV2",3674,"e02439","C","56","64"
"e02439-C","sample","64.ASV3","ASV3",22553,"e02439","C","56","64"
"e02439-C","sample","64.ASV4","ASV4",0,"e02439","C","56","64"
"e02439-C","sample","64.ASV16","ASV16",4,"e02439","C","56","64"
"e02439-C","sample","64.ASV22","ASV22",0,"e02439","C","56","64"
"e02440-C","sample","64.ASV1","ASV1",413,"e02440","C","195","64"
"e02440-C","sample","64.ASV2","ASV2",0,"e02440","C","195","64"
"e02440-C","sample","64.ASV3","ASV3",13137,"e02440","C","195","64"
"e02440-C","sample","64.ASV4","ASV4",185,"e02440","C","195","64"
"e02440-C","sample","64.ASV16","ASV16",4,"e02440","C","195","64"
"e02440-C","sample","64.ASV22","ASV22",6,"e02440","C","195","64"
"e02441-C","sample","64.ASV1","ASV1",797,"e02441","C","287","64"
"e02441-C","sample","64.ASV2","ASV2",1967,"e02441","C","287","64"
"e02441-C","sample","64.ASV3","ASV3",20889,"e02441","C","287","64"
"e02441-C","sample","64.ASV4","ASV4",881,"e02441","C","287","64"
"e02441-C","sample","64.ASV16","ASV16",10,"e02441","C","287","64"
"e02441-C","sample","64.ASV22","ASV22",5,"e02441","C","287","64"
"e02357-A","sample","65.ASV2","ASV2",6389,"e02357","A","70","65"
"e02357-A","sample","65.ASV3","ASV3",16255,"e02357","A","70","65"
"e02357-A","sample","65.ASV4","ASV4",0,"e02357","A","70","65"
"e02357-A","sample","65.ASV5","ASV5",2298,"e02357","A","70","65"
"e02357-A","sample","65.ASV16","ASV16",0,"e02357","A","70","65"
"e02358-A","sample","65.ASV2","ASV2",8475,"e02358","A","269","65"
"e02358-A","sample","65.ASV3","ASV3",21751,"e02358","A","269","65"
"e02358-A","sample","65.ASV4","ASV4",0,"e02358","A","269","65"
"e02358-A","sample","65.ASV5","ASV5",2456,"e02358","A","269","65"
"e02358-A","sample","65.ASV16","ASV16",0,"e02358","A","269","65"
"e02361-A","sample","65.ASV2","ASV2",6594,"e02361","A","214","65"
"e02361-A","sample","65.ASV3","ASV3",16970,"e02361","A","214","65"
"e02361-A","sample","65.ASV4","ASV4",0,"e02361","A","214","65"
"e02361-A","sample","65.ASV5","ASV5",2960,"e02361","A","214","65"
"e02361-A","sample","65.ASV16","ASV16",0,"e02361","A","214","65"
"e02357-B","sample","65.ASV2","ASV2",7456,"e02357","B","70","65"
