"","Sample_ID","sample_type","extraction_ID","pcr_replicate","alt_ID","tank_ID","taxon","total_reads","MiSeq_run"
"651","e02431-A","sample","e02431","A",240,"38","Boreogadus saida",11211,"A"
"652","e02431-A","sample","e02431","A",240,"38","Gadus macrocephalus",2071,"A"
"653","e02431-B","sample","e02431","B",240,"38","Boreogadus saida",7412,"A"
"654","e02431-B","sample","e02431","B",240,"38","Gadus macrocephalus",2909,"A"
"655","e02431-C","sample","e02431","C",240,"38","Boreogadus saida",4348,"A"
"656","e02431-C","sample","e02431","C",240,"38","Gadus macrocephalus",2622,"A"
"657","e02433-A","sample","e02433","A",405,"92","Boreogadus saida",110,"A"
"658","e02433-A","sample","e02433","A",405,"92","Gadus chalcogrammus",19307,"A"
"659","e02433-B","sample","e02433","B",405,"92","Boreogadus saida",258,"A"
"660","e02433-B","sample","e02433","B",405,"92","Gadus chalcogrammus",32317,"A"
"661","e02433-C","sample","e02433","C",405,"92","Boreogadus saida",616,"A"
"662","e02433-C","sample","e02433","C",405,"92","Gadus chalcogrammus",34707,"A"
"663","e02434-A","sample","e02434","A",105,"92","Boreogadus saida",310,"A"
"664","e02434-A","sample","e02434","A",105,"92","Gadus chalcogrammus",20026,"A"
"665","e02434-B","sample","e02434","B",105,"92","Boreogadus saida",311,"A"
"666","e02434-B","sample","e02434","B",105,"92","Gadus chalcogrammus",28626,"A"
"667","e02434-C","sample","e02434","C",105,"92","Boreogadus saida",456,"A"
"668","e02434-C","sample","e02434","C",105,"92","Gadus chalcogrammus",30211,"A"
"669","e02436-A","sample","e02436","A",171,"10","Boreogadus saida",0,"A"
"670","e02436-A","sample","e02436","A",171,"10","Gadus chalcogrammus",2211,"A"
"671","e02436-A","sample","e02436","A",171,"10","Gadus macrocephalus",40730,"A"
"672","e02436-B","sample","e02436","B",171,"10","Boreogadus saida",0,"A"
"673","e02436-B","sample","e02436","B",171,"10","Gadus chalcogrammus",3151,"A"
"674","e02436-B","sample","e02436","B",171,"10","Gadus macrocephalus",30558,"A"
"675","e02436-C","sample","e02436","C",171,"10","Boreogadus saida",0,"A"
"676","e02436-C","sample","e02436","C",171,"10","Gadus chalcogrammus",3028,"A"
"677","e02436-C","sample","e02436","C",171,"10","Gadus macrocephalus",25371,"A"
"678","e02437-A","sample","e02437","A",335,"10","Boreogadus saida",0,"A"
"679","e02437-A","sample","e02437","A",335,"10","Gadus chalcogrammus",3623,"A"
"680","e02437-A","sample","e02437","A",335,"10","Gadus macrocephalus",37096,"A"
"681","e02437-B","sample","e02437","B",335,"10","Boreogadus saida",0,"A"
"682","e02437-B","sample","e02437","B",335,"10","Gadus chalcogrammus",4469,"A"
"683","e02437-B","sample","e02437","B",335,"10","Gadus macrocephalus",31766,"A"
"684","e02437-C","sample","e02437","C",335,"10","Boreogadus saida",0,"A"
"685","e02437-C","sample","e02437","C",335,"10","Gadus chalcogrammus",12033,"A"
"686","e02437-C","sample","e02437","C",335,"10","Gadus macrocephalus",91735,"A"
"687","e02438-A","sample","e02438","A",475,"10","Boreogadus saida",0,"A"
"688","e02438-A","sample","e02438","A",475,"10","Gadus chalcogrammus",1758,"A"
"689","e02438-A","sample","e02438","A",475,"10","Gadus macrocephalus",23998,"A"
"690","e02438-B","sample","e02438","B",475,"10","Boreogadus saida",22,"A"
"691","e02438-B","sample","e02438","B",475,"10","Gadus chalcogrammus",3111,"A"
"692","e02438-B","sample","e02438","B",475,"10","Gadus macrocephalus",36095,"A"
"693","e02438-C","sample","e02438","C",475,"10","Boreogadus saida",87,"A"
"694","e02438-C","sample","e02438","C",475,"10","Gadus chalcogrammus",3987,"A"
"695","e02438-C","sample","e02438","C",475,"10","Gadus macrocephalus",44003,"A"
"696","e02439-A","sample","e02439","A",56,"64","Boreogadus saida",65,"A"
"697","e02439-A","sample","e02439","A",56,"64","Gadus chalcogrammus",19795,"A"
"698","e02439-A","sample","e02439","A",56,"64","Gadus macrocephalus",1267,"A"
"699","e02439-B","sample","e02439","B",56,"64","Boreogadus saida",482,"A"
"700","e02439-B","sample","e02439","B",56,"64","Gadus chalcogrammus",13227,"A"
"701","e02439-B","sample","e02439","B",56,"64","Gadus macrocephalus",0,"A"
"702","e02439-C","sample","e02439","C",56,"64","Boreogadus saida",0,"A"
"703","e02439-C","sample","e02439","C",56,"64","Gadus chalcogrammus",26227,"A"
"704","e02439-C","sample","e02439","C",56,"64","Gadus macrocephalus",3544,"A"
"705","e02440-A","sample","e02440","A",195,"64","Boreogadus saida",0,"A"
"706","e02440-A","sample","e02440","A",195,"64","Gadus chalcogrammus",9583,"A"
"707","e02440-A","sample","e02440","A",195,"64","Gadus macrocephalus",0,"A"
"708","e02440-B","sample","e02440","B",195,"64","Boreogadus saida",464,"A"
"709","e02440-B","sample","e02440","B",195,"64","Gadus chalcogrammus",23422,"A"
"710","e02440-B","sample","e02440","B",195,"64","Gadus macrocephalus",3594,"A"
"711","e02440-C","sample","e02440","C",195,"64","Boreogadus saida",185,"A"
"712","e02440-C","sample","e02440","C",195,"64","Gadus chalcogrammus",13137,"A"
"713","e02440-C","sample","e02440","C",195,"64","Gadus macrocephalus",413,"A"
"714","e02441-A","sample","e02441","A",287,"64","Boreogadus saida",662,"A"
"715","e02441-A","sample","e02441","A",287,"64","Gadus chalcogrammus",15838,"A"
"716","e02441-A","sample","e02441","A",287,"64","Gadus macrocephalus",757,"A"
"717","e02441-B","sample","e02441","B",287,"64","Boreogadus saida",1440,"A"
"718","e02441-B","sample","e02441","B",287,"64","Gadus chalcogrammus",28208,"A"
"719","e02441-B","sample","e02441","B",287,"64","Gadus macrocephalus",603,"A"
"720","e02441-C","sample","e02441","C",287,"64","Boreogadus saida",881,"A"
"721","e02441-C","sample","e02441","C",287,"64","Gadus chalcogrammus",22856,"A"
"722","e02441-C","sample","e02441","C",287,"64","Gadus macrocephalus",797,"A"
"723","e02443-A","sample","e02443","A",357,"97","Gadus chalcogrammus",2388,"A"
"724","e02443-A","sample","e02443","A",357,"97","Gadus macrocephalus",6151,"A"
"725","e02443-B","sample","e02443","B",357,"97","Gadus chalcogrammus",4185,"A"
"726","e02443-B","sample","e02443","B",357,"97","Gadus macrocephalus",8588,"A"
"727","e02443-C","sample","e02443","C",357,"97","Gadus chalcogrammus",4471,"A"
"728","e02443-C","sample","e02443","C",357,"97","Gadus macrocephalus",8131,"A"
"729","e02444-A","sample","e02444","A",246,"97","Gadus chalcogrammus",7960,"A"
"730","e02444-A","sample","e02444","A",246,"97","Gadus macrocephalus",25550,"A"
"731","e02444-B","sample","e02444","B",246,"97","Gadus chalcogrammus",8182,"A"
"732","e02444-B","sample","e02444","B",246,"97","Gadus macrocephalus",24851,"A"
"733","e02444-C","sample","e02444","C",246,"97","Gadus chalcogrammus",11699,"A"
"734","e02444-C","sample","e02444","C",246,"97","Gadus macrocephalus",28878,"A"
"735","e02445-A","sample","e02445","A",387,"97","Gadus chalcogrammus",6275,"A"
"736","e02445-A","sample","e02445","A",387,"97","Gadus macrocephalus",18873,"A"
"737","e02445-B","sample","e02445","B",387,"97","Gadus chalcogrammus",10940,"A"
"738","e02445-B","sample","e02445","B",387,"97","Gadus macrocephalus",30337,"A"
"739","e02445-C","sample","e02445","C",387,"97","Gadus chalcogrammus",13164,"A"
"740","e02445-C","sample","e02445","C",387,"97","Gadus macrocephalus",36123,"A"
"741","e02446-A","sample","e02446","A",386,"93","Gadus chalcogrammus",25525,"A"
"742","e02446-A","sample","e02446","A",386,"93","Gadus macrocephalus",0,"A"
"743","e02446-B","sample","e02446","B",386,"93","Gadus chalcogrammus",32158,"A"
"744","e02446-B","sample","e02446","B",386,"93","Gadus macrocephalus",0,"A"
"745","e02446-C","sample","e02446","C",386,"93","Gadus chalcogrammus",38697,"A"
"746","e02446-C","sample","e02446","C",386,"93","Gadus macrocephalus",540,"A"
"747","e02447-A","sample","e02447","A",238,"93","Gadus chalcogrammus",25006,"A"
"748","e02447-A","sample","e02447","A",238,"93","Gadus macrocephalus",0,"A"
"749","e02447-B","sample","e02447","B",238,"93","Gadus chalcogrammus",29082,"A"
"750","e02447-B","sample","e02447","B",238,"93","Gadus macrocephalus",313,"A"
"751","e02447-C","sample","e02447","C",238,"93","Gadus chalcogrammus",30960,"A"
"752","e02447-C","sample","e02447","C",238,"93","Gadus macrocephalus",393,"A"
"753","e02448-A","sample","e02448","A",54,"93","Gadus chalcogrammus",27443,"A"
"754","e02448-A","sample","e02448","A",54,"93","Gadus macrocephalus",874,"A"
"755","e02448-B","sample","e02448","B",54,"93","Gadus chalcogrammus",20225,"A"
"756","e02448-B","sample","e02448","B",54,"93","Gadus macrocephalus",195,"A"
"757","e02448-C","sample","e02448","C",54,"93","Gadus chalcogrammus",30886,"A"
"758","e02448-C","sample","e02448","C",54,"93","Gadus macrocephalus",2027,"A"
