"Sample_ID","sample_type","loc.asv","ASV","reads","extraction_ID","pcr_replicate","alt_ID","tank_ID","station_ID","combined_column"
"e02481-C","sample","62.ASV8","ASV8",2250,"e02481","C","76","62",NA,"62"
"e02481-C","sample","62.ASV13","ASV13",374,"e02481","C","76","62",NA,"62"
"e02482-C","sample","62.ASV2","ASV2",9146,"e02482","C","428","62",NA,"62"
"e02482-C","sample","62.ASV3","ASV3",29229,"e02482","C","428","62",NA,"62"
"e02482-C","sample","62.ASV8","ASV8",3233,"e02482","C","428","62",NA,"62"
"e02482-C","sample","62.ASV13","ASV13",263,"e02482","C","428","62",NA,"62"
"e02493-A","sample","63.ASV1","ASV1",78,"e02493","A","64","63",NA,"63"
"e02493-A","sample","63.ASV2","ASV2",8244,"e02493","A","64","63",NA,"63"
"e02493-A","sample","63.ASV9","ASV9",2345,"e02493","A","64","63",NA,"63"
"e02493-A","sample","63.ASV11","ASV11",109,"e02493","A","64","63",NA,"63"
"e02493-A","sample","63.ASV14","ASV14",468,"e02493","A","64","63",NA,"63"
"e02494-A","sample","63.ASV1","ASV1",240,"e02494","A","36","63",NA,"63"
"e02494-A","sample","63.ASV2","ASV2",18362,"e02494","A","36","63",NA,"63"
"e02494-A","sample","63.ASV9","ASV9",5118,"e02494","A","36","63",NA,"63"
"e02494-A","sample","63.ASV11","ASV11",235,"e02494","A","36","63",NA,"63"
"e02494-A","sample","63.ASV14","ASV14",1926,"e02494","A","36","63",NA,"63"
"e02495-A","sample","63.ASV1","ASV1",233,"e02495","A","251","63",NA,"63"
"e02495-A","sample","63.ASV2","ASV2",14283,"e02495","A","251","63",NA,"63"
"e02495-A","sample","63.ASV9","ASV9",4510,"e02495","A","251","63",NA,"63"
"e02495-A","sample","63.ASV11","ASV11",247,"e02495","A","251","63",NA,"63"
"e02495-A","sample","63.ASV14","ASV14",815,"e02495","A","251","63",NA,"63"
"e02493-B","sample","63.ASV1","ASV1",63,"e02493","B","64","63",NA,"63"
"e02493-B","sample","63.ASV2","ASV2",7561,"e02493","B","64","63",NA,"63"
"e02493-B","sample","63.ASV9","ASV9",2260,"e02493","B","64","63",NA,"63"
"e02493-B","sample","63.ASV11","ASV11",85,"e02493","B","64","63",NA,"63"
"e02493-B","sample","63.ASV14","ASV14",350,"e02493","B","64","63",NA,"63"
"e02494-B","sample","63.ASV1","ASV1",499,"e02494","B","36","63",NA,"63"
"e02494-B","sample","63.ASV2","ASV2",24786,"e02494","B","36","63",NA,"63"
"e02494-B","sample","63.ASV9","ASV9",7263,"e02494","B","36","63",NA,"63"
"e02494-B","sample","63.ASV11","ASV11",321,"e02494","B","36","63",NA,"63"
"e02494-B","sample","63.ASV14","ASV14",2522,"e02494","B","36","63",NA,"63"
"e02495-B","sample","63.ASV1","ASV1",385,"e02495","B","251","63",NA,"63"
"e02495-B","sample","63.ASV2","ASV2",33434,"e02495","B","251","63",NA,"63"
"e02495-B","sample","63.ASV9","ASV9",10554,"e02495","B","251","63",NA,"63"
"e02495-B","sample","63.ASV11","ASV11",435,"e02495","B","251","63",NA,"63"
"e02495-B","sample","63.ASV14","ASV14",1843,"e02495","B","251","63",NA,"63"
"e02493-C","sample","63.ASV1","ASV1",103,"e02493","C","64","63",NA,"63"
"e02493-C","sample","63.ASV2","ASV2",12211,"e02493","C","64","63",NA,"63"
"e02493-C","sample","63.ASV9","ASV9",3594,"e02493","C","64","63",NA,"63"
"e02493-C","sample","63.ASV11","ASV11",136,"e02493","C","64","63",NA,"63"
"e02493-C","sample","63.ASV14","ASV14",716,"e02493","C","64","63",NA,"63"
"e02494-C","sample","63.ASV1","ASV1",418,"e02494","C","36","63",NA,"63"
"e02494-C","sample","63.ASV2","ASV2",37331,"e02494","C","36","63",NA,"63"
"e02494-C","sample","63.ASV9","ASV9",10649,"e02494","C","36","63",NA,"63"
"e02494-C","sample","63.ASV11","ASV11",604,"e02494","C","36","63",NA,"63"
"e02494-C","sample","63.ASV14","ASV14",4016,"e02494","C","36","63",NA,"63"
"e02495-C","sample","63.ASV1","ASV1",432,"e02495","C","251","63",NA,"63"
"e02495-C","sample","63.ASV2","ASV2",33602,"e02495","C","251","63",NA,"63"
"e02495-C","sample","63.ASV9","ASV9",11456,"e02495","C","251","63",NA,"63"
"e02495-C","sample","63.ASV11","ASV11",401,"e02495","C","251","63",NA,"63"
"e02495-C","sample","63.ASV14","ASV14",1748,"e02495","C","251","63",NA,"63"
"e02472-A","sample","70.ASV2","ASV2",867,"e02472","A","235","70",NA,"70"
"e02472-A","sample","70.ASV3","ASV3",2498,"e02472","A","235","70",NA,"70"
"e02472-A","sample","70.ASV6","ASV6",600,"e02472","A","235","70",NA,"70"
"e02472-A","sample","70.ASV8","ASV8",0,"e02472","A","235","70",NA,"70"
"e02472-A","sample","70.ASV13","ASV13",38,"e02472","A","235","70",NA,"70"
"e02478-A","sample","70.ASV2","ASV2",2134,"e02478","A","293","70",NA,"70"
"e02478-A","sample","70.ASV3","ASV3",3538,"e02478","A","293","70",NA,"70"
"e02478-A","sample","70.ASV6","ASV6",1686,"e02478","A","293","70",NA,"70"
"e02478-A","sample","70.ASV8","ASV8",0,"e02478","A","293","70",NA,"70"
"e02478-A","sample","70.ASV13","ASV13",60,"e02478","A","293","70",NA,"70"
"e02479-A","sample","70.ASV2","ASV2",4908,"e02479","A","400","70",NA,"70"
"e02479-A","sample","70.ASV3","ASV3",3630,"e02479","A","400","70",NA,"70"
"e02479-A","sample","70.ASV6","ASV6",2143,"e02479","A","400","70",NA,"70"
"e02479-A","sample","70.ASV8","ASV8",0,"e02479","A","400","70",NA,"70"
"e02479-A","sample","70.ASV13","ASV13",54,"e02479","A","400","70",NA,"70"
"e02472-B","sample","70.ASV2","ASV2",7618,"e02472","B","235","70",NA,"70"
"e02472-B","sample","70.ASV3","ASV3",18594,"e02472","B","235","70",NA,"70"
"e02472-B","sample","70.ASV6","ASV6",4081,"e02472","B","235","70",NA,"70"
"e02472-B","sample","70.ASV8","ASV8",2339,"e02472","B","235","70",NA,"70"
"e02472-B","sample","70.ASV13","ASV13",105,"e02472","B","235","70",NA,"70"
"e02478-B","sample","70.ASV2","ASV2",14184,"e02478","B","293","70",NA,"70"
"e02478-B","sample","70.ASV3","ASV3",16261,"e02478","B","293","70",NA,"70"
"e02478-B","sample","70.ASV6","ASV6",8080,"e02478","B","293","70",NA,"70"
"e02478-B","sample","70.ASV8","ASV8",0,"e02478","B","293","70",NA,"70"
"e02478-B","sample","70.ASV13","ASV13",278,"e02478","B","293","70",NA,"70"
"e02479-B","sample","70.ASV2","ASV2",12725,"e02479","B","400","70",NA,"70"
"e02479-B","sample","70.ASV3","ASV3",13166,"e02479","B","400","70",NA,"70"
"e02479-B","sample","70.ASV6","ASV6",2819,"e02479","B","400","70",NA,"70"
"e02479-B","sample","70.ASV8","ASV8",184,"e02479","B","400","70",NA,"70"
"e02479-B","sample","70.ASV13","ASV13",177,"e02479","B","400","70",NA,"70"
"e02472-C","sample","70.ASV2","ASV2",6422,"e02472","C","235","70",NA,"70"
"e02472-C","sample","70.ASV3","ASV3",19624,"e02472","C","235","70",NA,"70"
"e02472-C","sample","70.ASV6","ASV6",1082,"e02472","C","235","70",NA,"70"
"e02472-C","sample","70.ASV8","ASV8",1225,"e02472","C","235","70",NA,"70"
"e02472-C","sample","70.ASV13","ASV13",152,"e02472","C","235","70",NA,"70"
"e02478-C","sample","70.ASV2","ASV2",4955,"e02478","C","293","70",NA,"70"
"e02478-C","sample","70.ASV3","ASV3",7960,"e02478","C","293","70",NA,"70"
"e02478-C","sample","70.ASV6","ASV6",2244,"e02478","C","293","70",NA,"70"
"e02478-C","sample","70.ASV8","ASV8",0,"e02478","C","293","70",NA,"70"
"e02478-C","sample","70.ASV13","ASV13",52,"e02478","C","293","70",NA,"70"
"e02479-C","sample","70.ASV2","ASV2",11929,"e02479","C","400","70",NA,"70"
"e02479-C","sample","70.ASV3","ASV3",12345,"e02479","C","400","70",NA,"70"
"e02479-C","sample","70.ASV6","ASV6",4093,"e02479","C","400","70",NA,"70"
"e02479-C","sample","70.ASV8","ASV8",0,"e02479","C","400","70",NA,"70"
"e02479-C","sample","70.ASV13","ASV13",198,"e02479","C","400","70",NA,"70"
"e02500-A","sample","78.ASV1","ASV1",17495,"e02500","A","254","78",NA,"78"
"e02500-A","sample","78.ASV2","ASV2",0,"e02500","A","254","78",NA,"78"
"e02500-A","sample","78.ASV4","ASV4",498,"e02500","A","254","78",NA,"78"
"e02500-A","sample","78.ASV7","ASV7",872,"e02500","A","254","78",NA,"78"
"e02500-A","sample","78.ASV22","ASV22",372,"e02500","A","254","78",NA,"78"
"e02500-A","sample","78.ASV23","ASV23",401,"e02500","A","254","78",NA,"78"
"e02500-A","sample","78.ASV40","ASV40",198,"e02500","A","254","78",NA,"78"
"e02501-A","sample","78.ASV1","ASV1",21321,"e02501","A","73","78",NA,"78"
"e02501-A","sample","78.ASV2","ASV2",0,"e02501","A","73","78",NA,"78"
"e02501-A","sample","78.ASV4","ASV4",522,"e02501","A","73","78",NA,"78"
"e02501-A","sample","78.ASV7","ASV7",780,"e02501","A","73","78",NA,"78"
"e02501-A","sample","78.ASV22","ASV22",475,"e02501","A","73","78",NA,"78"
"e02501-A","sample","78.ASV23","ASV23",436,"e02501","A","73","78",NA,"78"
"e02501-A","sample","78.ASV40","ASV40",473,"e02501","A","73","78",NA,"78"
"e02500-B","sample","78.ASV1","ASV1",36659,"e02500","B","254","78",NA,"78"
"e02500-B","sample","78.ASV2","ASV2",21,"e02500","B","254","78",NA,"78"
"e02500-B","sample","78.ASV4","ASV4",1059,"e02500","B","254","78",NA,"78"
"e02500-B","sample","78.ASV7","ASV7",1598,"e02500","B","254","78",NA,"78"
"e02500-B","sample","78.ASV22","ASV22",729,"e02500","B","254","78",NA,"78"
"e02500-B","sample","78.ASV23","ASV23",547,"e02500","B","254","78",NA,"78"
"e02500-B","sample","78.ASV40","ASV40",484,"e02500","B","254","78",NA,"78"
"e02501-B","sample","78.ASV1","ASV1",50612,"e02501","B","73","78",NA,"78"
"e02501-B","sample","78.ASV2","ASV2",99,"e02501","B","73","78",NA,"78"
"e02501-B","sample","78.ASV4","ASV4",1521,"e02501","B","73","78",NA,"78"
"e02501-B","sample","78.ASV7","ASV7",1819,"e02501","B","73","78",NA,"78"
"e02501-B","sample","78.ASV22","ASV22",1209,"e02501","B","73","78",NA,"78"
"e02501-B","sample","78.ASV23","ASV23",1085,"e02501","B","73","78",NA,"78"
"e02501-B","sample","78.ASV40","ASV40",847,"e02501","B","73","78",NA,"78"
"e02500-C","sample","78.ASV1","ASV1",36506,"e02500","C","254","78",NA,"78"
"e02500-C","sample","78.ASV2","ASV2",45,"e02500","C","254","78",NA,"78"
"e02500-C","sample","78.ASV4","ASV4",1000,"e02500","C","254","78",NA,"78"
"e02500-C","sample","78.ASV7","ASV7",1719,"e02500","C","254","78",NA,"78"
"e02500-C","sample","78.ASV22","ASV22",1003,"e02500","C","254","78",NA,"78"
"e02500-C","sample","78.ASV23","ASV23",688,"e02500","C","254","78",NA,"78"
"e02500-C","sample","78.ASV40","ASV40",512,"e02500","C","254","78",NA,"78"
"e02501-C","sample","78.ASV1","ASV1",36259,"e02501","C","73","78",NA,"78"
"e02501-C","sample","78.ASV2","ASV2",26,"e02501","C","73","78",NA,"78"
"e02501-C","sample","78.ASV4","ASV4",718,"e02501","C","73","78",NA,"78"
"e02501-C","sample","78.ASV7","ASV7",1366,"e02501","C","73","78",NA,"78"
"e02501-C","sample","78.ASV22","ASV22",1054,"e02501","C","73","78",NA,"78"
"e02501-C","sample","78.ASV23","ASV23",1031,"e02501","C","73","78",NA,"78"
"e02501-C","sample","78.ASV40","ASV40",676,"e02501","C","73","78",NA,"78"
"e02486-A","sample","80.ASV2","ASV2",4036,"e02486","A","329","80",NA,"80"
"e02486-A","sample","80.ASV3","ASV3",18885,"e02486","A","329","80",NA,"80"
"e02486-A","sample","80.ASV8","ASV8",1274,"e02486","A","329","80",NA,"80"
"e02486-A","sample","80.ASV13","ASV13",180,"e02486","A","329","80",NA,"80"
"e02487-A","sample","80.ASV2","ASV2",6348,"e02487","A","200","80",NA,"80"
"e02487-A","sample","80.ASV3","ASV3",15593,"e02487","A","200","80",NA,"80"
"e02487-A","sample","80.ASV8","ASV8",1026,"e02487","A","200","80",NA,"80"
"e02487-A","sample","80.ASV13","ASV13",210,"e02487","A","200","80",NA,"80"
"e02488-A","sample","80.ASV2","ASV2",2979,"e02488","A","353","80",NA,"80"
"e02488-A","sample","80.ASV3","ASV3",7957,"e02488","A","353","80",NA,"80"
"e02488-A","sample","80.ASV8","ASV8",365,"e02488","A","353","80",NA,"80"
"e02488-A","sample","80.ASV13","ASV13",73,"e02488","A","353","80",NA,"80"
"e02486-B","sample","80.ASV2","ASV2",29685,"e02486","B","329","80",NA,"80"
"e02486-B","sample","80.ASV3","ASV3",97815,"e02486","B","329","80",NA,"80"
"e02486-B","sample","80.ASV8","ASV8",6780,"e02486","B","329","80",NA,"80"
"e02486-B","sample","80.ASV13","ASV13",1043,"e02486","B","329","80",NA,"80"
"e02487-B","sample","80.ASV2","ASV2",14990,"e02487","B","200","80",NA,"80"
"e02487-B","sample","80.ASV3","ASV3",29541,"e02487","B","200","80",NA,"80"
"e02487-B","sample","80.ASV8","ASV8",1588,"e02487","B","200","80",NA,"80"
"e02487-B","sample","80.ASV13","ASV13",305,"e02487","B","200","80",NA,"80"
"e02488-B","sample","80.ASV2","ASV2",16505,"e02488","B","353","80",NA,"80"
"e02488-B","sample","80.ASV3","ASV3",25134,"e02488","B","353","80",NA,"80"
"e02488-B","sample","80.ASV8","ASV8",2289,"e02488","B","353","80",NA,"80"
"e02488-B","sample","80.ASV13","ASV13",366,"e02488","B","353","80",NA,"80"
"e02486-C","sample","80.ASV2","ASV2",10297,"e02486","C","329","80",NA,"80"
"e02486-C","sample","80.ASV3","ASV3",31493,"e02486","C","329","80",NA,"80"
"e02486-C","sample","80.ASV8","ASV8",2454,"e02486","C","329","80",NA,"80"
"e02486-C","sample","80.ASV13","ASV13",339,"e02486","C","329","80",NA,"80"
"e02487-C","sample","80.ASV2","ASV2",12906,"e02487","C","200","80",NA,"80"
"e02487-C","sample","80.ASV3","ASV3",19965,"e02487","C","200","80",NA,"80"
"e02487-C","sample","80.ASV8","ASV8",2025,"e02487","C","200","80",NA,"80"
"e02487-C","sample","80.ASV13","ASV13",266,"e02487","C","200","80",NA,"80"
"e02488-C","sample","80.ASV2","ASV2",9424,"e02488","C","353","80",NA,"80"
"e02488-C","sample","80.ASV3","ASV3",17188,"e02488","C","353","80",NA,"80"
"e02488-C","sample","80.ASV8","ASV8",1312,"e02488","C","353","80",NA,"80"
"e02488-C","sample","80.ASV13","ASV13",248,"e02488","C","353","80",NA,"80"
"e02471-A","sample","83.ASV2","ASV2",21391,"e02471","A","183","83",NA,"83"
"e02477-A","sample","83.ASV2","ASV2",13543,"e02477","A","389","83",NA,"83"
"e02471-B","sample","83.ASV2","ASV2",44165,"e02471","B","183","83",NA,"83"
"e02477-B","sample","83.ASV2","ASV2",32506,"e02477","B","389","83",NA,"83"
"e02471-C","sample","83.ASV2","ASV2",27986,"e02471","C","183","83",NA,"83"
"e02477-C","sample","83.ASV2","ASV2",29999,"e02477","C","389","83",NA,"83"
"e02484-A","sample","86.ASV2","ASV2",16936,"e02484","A","141","86",NA,"86"
"e02484-B","sample","86.ASV2","ASV2",31106,"e02484","B","141","86",NA,"86"
"e02484-C","sample","86.ASV2","ASV2",32730,"e02484","C","141","86",NA,"86"
"e02372-A","sample","89.ASV1","ASV1",11167,"e02372","A","398","89",NA,"89"
"e02372-A","sample","89.ASV2","ASV2",22173,"e02372","A","398","89",NA,"89"
"e02372-A","sample","89.ASV16","ASV16",833,"e02372","A","398","89",NA,"89"
"e02373-A","sample","89.ASV1","ASV1",21177,"e02373","A","312","89",NA,"89"
"e02373-A","sample","89.ASV2","ASV2",31656,"e02373","A","312","89",NA,"89"
"e02373-A","sample","89.ASV16","ASV16",759,"e02373","A","312","89",NA,"89"
"e02380-A","sample","89.ASV1","ASV1",13839,"e02380","A","492","89",NA,"89"
"e02380-A","sample","89.ASV2","ASV2",20604,"e02380","A","492","89",NA,"89"
"e02380-A","sample","89.ASV16","ASV16",714,"e02380","A","492","89",NA,"89"
"e02372-B","sample","89.ASV1","ASV1",10837,"e02372","B","398","89",NA,"89"
"e02372-B","sample","89.ASV2","ASV2",19761,"e02372","B","398","89",NA,"89"
"e02372-B","sample","89.ASV16","ASV16",789,"e02372","B","398","89",NA,"89"
"e02373-B","sample","89.ASV1","ASV1",12320,"e02373","B","312","89",NA,"89"
"e02373-B","sample","89.ASV2","ASV2",17005,"e02373","B","312","89",NA,"89"
"e02373-B","sample","89.ASV16","ASV16",514,"e02373","B","312","89",NA,"89"
"e02380-B","sample","89.ASV1","ASV1",13939,"e02380","B","492","89",NA,"89"
"e02380-B","sample","89.ASV2","ASV2",19999,"e02380","B","492","89",NA,"89"
"e02380-B","sample","89.ASV16","ASV16",651,"e02380","B","492","89",NA,"89"
"e02372-C","sample","89.ASV1","ASV1",11745,"e02372","C","398","89",NA,"89"
"e02372-C","sample","89.ASV2","ASV2",18658,"e02372","C","398","89",NA,"89"
"e02372-C","sample","89.ASV16","ASV16",783,"e02372","C","398","89",NA,"89"
"e02373-C","sample","89.ASV1","ASV1",14571,"e02373","C","312","89",NA,"89"
"e02373-C","sample","89.ASV2","ASV2",19649,"e02373","C","312","89",NA,"89"
"e02373-C","sample","89.ASV16","ASV16",673,"e02373","C","312","89",NA,"89"
"e02380-C","sample","89.ASV1","ASV1",16279,"e02380","C","492","89",NA,"89"
"e02380-C","sample","89.ASV2","ASV2",20698,"e02380","C","492","89",NA,"89"
"e02380-C","sample","89.ASV16","ASV16",791,"e02380","C","492","89",NA,"89"
"e02454-A","sample","96.ASV2","ASV2",4948,"e02454","A","111","96",NA,"96"
"e02454-A","sample","96.ASV3","ASV3",13,"e02454","A","111","96",NA,"96"
"e02454-A","sample","96.ASV4","ASV4",18062,"e02454","A","111","96",NA,"96"
"e02454-A","sample","96.ASV13","ASV13",2,"e02454","A","111","96",NA,"96"
"e02454-A","sample","96.ASV37","ASV37",342,"e02454","A","111","96",NA,"96"
"e02455-A","sample","96.ASV2","ASV2",2730,"e02455","A","440","96",NA,"96"
"e02455-A","sample","96.ASV3","ASV3",0,"e02455","A","440","96",NA,"96"
"e02455-A","sample","96.ASV4","ASV4",18788,"e02455","A","440","96",NA,"96"
"e02455-A","sample","96.ASV13","ASV13",0,"e02455","A","440","96",NA,"96"
"e02455-A","sample","96.ASV37","ASV37",0,"e02455","A","440","96",NA,"96"
"e02456-A","sample","96.ASV2","ASV2",4608,"e02456","A","132","96",NA,"96"
"e02456-A","sample","96.ASV3","ASV3",110,"e02456","A","132","96",NA,"96"
"e02456-A","sample","96.ASV4","ASV4",14574,"e02456","A","132","96",NA,"96"
"e02456-A","sample","96.ASV13","ASV13",4,"e02456","A","132","96",NA,"96"
"e02456-A","sample","96.ASV37","ASV37",438,"e02456","A","132","96",NA,"96"
"e02454-B","sample","96.ASV2","ASV2",8271,"e02454","B","111","96",NA,"96"
"e02454-B","sample","96.ASV3","ASV3",5,"e02454","B","111","96",NA,"96"
"e02454-B","sample","96.ASV4","ASV4",36946,"e02454","B","111","96",NA,"96"
"e02454-B","sample","96.ASV13","ASV13",0,"e02454","B","111","96",NA,"96"
"e02454-B","sample","96.ASV37","ASV37",574,"e02454","B","111","96",NA,"96"
"e02456-B","sample","96.ASV2","ASV2",6446,"e02456","B","132","96",NA,"96"
"e02456-B","sample","96.ASV3","ASV3",0,"e02456","B","132","96",NA,"96"
"e02456-B","sample","96.ASV4","ASV4",24357,"e02456","B","132","96",NA,"96"
"e02456-B","sample","96.ASV13","ASV13",0,"e02456","B","132","96",NA,"96"
"e02456-B","sample","96.ASV37","ASV37",0,"e02456","B","132","96",NA,"96"
"e02454-C","sample","96.ASV2","ASV2",9901,"e02454","C","111","96",NA,"96"
"e02454-C","sample","96.ASV3","ASV3",0,"e02454","C","111","96",NA,"96"
"e02454-C","sample","96.ASV4","ASV4",35576,"e02454","C","111","96",NA,"96"
"e02454-C","sample","96.ASV13","ASV13",0,"e02454","C","111","96",NA,"96"
"e02454-C","sample","96.ASV37","ASV37",0,"e02454","C","111","96",NA,"96"
"e02455-C","sample","96.ASV2","ASV2",8157,"e02455","C","440","96",NA,"96"
"e02455-C","sample","96.ASV3","ASV3",0,"e02455","C","440","96",NA,"96"
"e02455-C","sample","96.ASV4","ASV4",31586,"e02455","C","440","96",NA,"96"
"e02455-C","sample","96.ASV13","ASV13",6,"e02455","C","440","96",NA,"96"
"e02455-C","sample","96.ASV37","ASV37",0,"e02455","C","440","96",NA,"96"
"e02456-C","sample","96.ASV2","ASV2",5752,"e02456","C","132","96",NA,"96"
"e02456-C","sample","96.ASV3","ASV3",0,"e02456","C","132","96",NA,"96"
"e02456-C","sample","96.ASV4","ASV4",21463,"e02456","C","132","96",NA,"96"
"e02456-C","sample","96.ASV13","ASV13",0,"e02456","C","132","96",NA,"96"
"e02456-C","sample","96.ASV37","ASV37",0,"e02456","C","132","96",NA,"96"
"e02526-A","sample","C2.ASV1","ASV1",12382,"e02526","A","E1077",NA,"C2","C2"
"e02526-A","sample","C2.ASV7","ASV7",10370,"e02526","A","E1077",NA,"C2","C2"
"e02526-A","sample","C2.ASV29","ASV29",0,"e02526","A","E1077",NA,"C2","C2"
"e02526-A","sample","C2.ASV51","ASV51",0,"e02526","A","E1077",NA,"C2","C2"
"e02527-A","sample","C2.ASV1","ASV1",0,"e02527","A","E1078",NA,"C2","C2"
"e02527-A","sample","C2.ASV7","ASV7",1866,"e02527","A","E1078",NA,"C2","C2"
"e02527-A","sample","C2.ASV29","ASV29",0,"e02527","A","E1078",NA,"C2","C2"
"e02527-A","sample","C2.ASV51","ASV51",0,"e02527","A","E1078",NA,"C2","C2"
"e02528-A","sample","C2.ASV1","ASV1",0,"e02528","A","E1079",NA,"C2","C2"
"e02528-A","sample","C2.ASV7","ASV7",0,"e02528","A","E1079",NA,"C2","C2"
"e02528-A","sample","C2.ASV29","ASV29",0,"e02528","A","E1079",NA,"C2","C2"
"e02528-A","sample","C2.ASV51","ASV51",0,"e02528","A","E1079",NA,"C2","C2"
"e02526-B","sample","C2.ASV1","ASV1",12294,"e02526","B","E1077",NA,"C2","C2"
"e02526-B","sample","C2.ASV7","ASV7",215,"e02526","B","E1077",NA,"C2","C2"
"e02526-B","sample","C2.ASV29","ASV29",1095,"e02526","B","E1077",NA,"C2","C2"
"e02526-B","sample","C2.ASV51","ASV51",5,"e02526","B","E1077",NA,"C2","C2"
"e02526-C","sample","C2.ASV1","ASV1",13070,"e02526","C","E1077",NA,"C2","C2"
"e02526-C","sample","C2.ASV7","ASV7",7155,"e02526","C","E1077",NA,"C2","C2"
"e02526-C","sample","C2.ASV29","ASV29",2959,"e02526","C","E1077",NA,"C2","C2"
"e02526-C","sample","C2.ASV51","ASV51",42,"e02526","C","E1077",NA,"C2","C2"
"e02527-C","sample","C2.ASV1","ASV1",2013,"e02527","C","E1078",NA,"C2","C2"
"e02527-C","sample","C2.ASV7","ASV7",2330,"e02527","C","E1078",NA,"C2","C2"
"e02527-C","sample","C2.ASV29","ASV29",0,"e02527","C","E1078",NA,"C2","C2"
"e02527-C","sample","C2.ASV51","ASV51",0,"e02527","C","E1078",NA,"C2","C2"
"e02579-A","sample","DBO1.10.ASV1","ASV1",4417,"e02579","A","E1130",NA,"DBO1.10","DBO1.10"
"e02580-A","sample","DBO1.10.ASV1","ASV1",4155,"e02580","A","E1131",NA,"DBO1.10","DBO1.10"
"e02579-B","sample","DBO1.10.ASV1","ASV1",35970,"e02579","B","E1130",NA,"DBO1.10","DBO1.10"
"e02581-B","sample","DBO1.10.ASV1","ASV1",4878,"e02581","B","E1132",NA,"DBO1.10","DBO1.10"
"e02579-C","sample","DBO1.10.ASV1","ASV1",1788,"e02579","C","E1130",NA,"DBO1.10","DBO1.10"
"e02580-C","sample","DBO1.10.ASV1","ASV1",2391,"e02580","C","E1131",NA,"DBO1.10","DBO1.10"
"e02555-A","sample","DBO1.2.ASV1","ASV1",3553,"e02555","A","E1106",NA,"DBO1.2","DBO1.2"
"e02555-A","sample","DBO1.2.ASV2","ASV2",0,"e02555","A","E1106",NA,"DBO1.2","DBO1.2"
"e02557-A","sample","DBO1.2.ASV1","ASV1",363,"e02557","A","E1108",NA,"DBO1.2","DBO1.2"
"e02557-A","sample","DBO1.2.ASV2","ASV2",375,"e02557","A","E1108",NA,"DBO1.2","DBO1.2"
"e02555-B","sample","DBO1.2.ASV1","ASV1",7993,"e02555","B","E1106",NA,"DBO1.2","DBO1.2"
"e02555-B","sample","DBO1.2.ASV2","ASV2",0,"e02555","B","E1106",NA,"DBO1.2","DBO1.2"
"e02557-B","sample","DBO1.2.ASV1","ASV1",3412,"e02557","B","E1108",NA,"DBO1.2","DBO1.2"
"e02557-B","sample","DBO1.2.ASV2","ASV2",2724,"e02557","B","E1108",NA,"DBO1.2","DBO1.2"
"e02556-C","sample","DBO1.2.ASV1","ASV1",368,"e02556","C","E1107",NA,"DBO1.2","DBO1.2"
"e02556-C","sample","DBO1.2.ASV2","ASV2",0,"e02556","C","E1107",NA,"DBO1.2","DBO1.2"
"e02557-C","sample","DBO1.2.ASV1","ASV1",1195,"e02557","C","E1108",NA,"DBO1.2","DBO1.2"
"e02557-C","sample","DBO1.2.ASV2","ASV2",7238,"e02557","C","E1108",NA,"DBO1.2","DBO1.2"
"e02564-A","sample","DBO1.5.ASV1","ASV1",6097,"e02564","A","E1115",NA,"DBO1.5","DBO1.5"
"e02564-B","sample","DBO1.5.ASV1","ASV1",15258,"e02564","B","E1115",NA,"DBO1.5","DBO1.5"
"e02565-B","sample","DBO1.5.ASV1","ASV1",322,"e02565","B","E1116",NA,"DBO1.5","DBO1.5"
"e02564-C","sample","DBO1.5.ASV1","ASV1",5495,"e02564","C","E1115",NA,"DBO1.5","DBO1.5"
"e02565-C","sample","DBO1.5.ASV1","ASV1",0,"e02565","C","E1116",NA,"DBO1.5","DBO1.5"
"e02567-A","sample","DBO1.6.ASV1","ASV1",15579,"e02567","A","E1118",NA,"DBO1.6","DBO1.6"
"e02567-A","sample","DBO1.6.ASV7","ASV7",0,"e02567","A","E1118",NA,"DBO1.6","DBO1.6"
"e02568-A","sample","DBO1.6.ASV1","ASV1",1167,"e02568","A","E1119",NA,"DBO1.6","DBO1.6"
"e02568-A","sample","DBO1.6.ASV7","ASV7",0,"e02568","A","E1119",NA,"DBO1.6","DBO1.6"
"e02569-A","sample","DBO1.6.ASV1","ASV1",2987,"e02569","A","E1120",NA,"DBO1.6","DBO1.6"
"e02569-A","sample","DBO1.6.ASV7","ASV7",0,"e02569","A","E1120",NA,"DBO1.6","DBO1.6"
"e02567-B","sample","DBO1.6.ASV1","ASV1",19743,"e02567","B","E1118",NA,"DBO1.6","DBO1.6"
"e02567-B","sample","DBO1.6.ASV7","ASV7",4895,"e02567","B","E1118",NA,"DBO1.6","DBO1.6"
"e02568-B","sample","DBO1.6.ASV1","ASV1",12939,"e02568","B","E1119",NA,"DBO1.6","DBO1.6"
"e02568-B","sample","DBO1.6.ASV7","ASV7",0,"e02568","B","E1119",NA,"DBO1.6","DBO1.6"
"e02569-B","sample","DBO1.6.ASV1","ASV1",9951,"e02569","B","E1120",NA,"DBO1.6","DBO1.6"
"e02569-B","sample","DBO1.6.ASV7","ASV7",0,"e02569","B","E1120",NA,"DBO1.6","DBO1.6"
"e02567-C","sample","DBO1.6.ASV1","ASV1",9983,"e02567","C","E1118",NA,"DBO1.6","DBO1.6"
